dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Salaries 2023,4254,10,0.3,1256,4,125.6,0.4,314.0,0.062251655629139,0.2,0.1510431092661362,0.0173456655292851,0.6370507767901102,1.163046795094946,-0.3287328315708764,"[1.044852614402771, 1.0536338090896606, 1.0928093194961548, 1.0466086864471436, 1.0834647417068481]","[1.118500828742981, 1.1126869916915894, 1.130155324935913, 1.111285924911499, 1.1330281496047974]","[1.0520285367965698, 1.068078637123108, 1.0581750869750977, 1.0625572204589844, 1.060845136642456]","[1.1305028200149536, 1.1336246728897095, 1.1225712299346924, 1.148069143295288, 1.1404356956481934]","[1.071240782737732, 1.0734283924102783, 1.0725529193878174, 1.065463662147522, 1.0754331350326538]","[1.1061797142028809, 1.115125298500061, 1.114822268486023, 1.106290340423584, 1.1107054948806763]","[1.147157907485962, 1.1396855115890503, 1.1421751976013184, 1.1409310102462769, 1.1454123258590698]","[1.1404967308044434, 1.1404963731765747, 1.1404951810836792, 1.1404964923858643, 1.1404969692230225]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.369691014289856, 1.3794159889221191, 1.4023396968841553, 1.4153597354888916, 1.4012424945831299]","[1.0538299083709717, 1.0719670057296753, 1.068539023399353, 1.0576403141021729, 1.0641494989395142]","[1.1121762990951538, 1.1100575923919678, 1.1145012378692627, 1.1137089729309082, 1.1110340356826782]","[1.2427926063537598, 1.2376996278762817, 1.2378355264663696, 1.2341599464416504, 1.2371625900268555]","[1.247314214706421, 1.2409162521362305, 1.2409855127334595, 1.2423348426818848, 1.2411426305770874]","[1.6365742683410645, 1.1396832466125488, 1.0687752962112427, 1.0938303470611572, 1.0799996852874756]","[1.6404938697814941, 1.1404937505722046, 1.1068586111068726, 1.1324406862258911, 1.1118488311767578]","[1.1471552848815918, 1.1396832466125488, 1.1421740055084229, 1.1409286260604858, 1.1454098224639893]","[1.1404937505722046, 1.1404937505722046, 1.1404937505722046, 1.1404937505722046, 1.1404939889907837]",SMOTE,dropout
Salaries 2023,46480,10,0.3,1729,4,172.9,0.4,432.25,0.0615384615384615,0.2,0.1453479702042882,0.0135968842786266,0.6169619954888097,1.1564419075900936,-0.3029577488110443,"[1.1342651844024658, 1.1424026489257812, 1.0814800262451172, 1.1537859439849854, 1.0809154510498047]","[1.142512321472168, 1.142512321472168, 1.0851316452026367, 1.142512321472168, 1.0806983709335327]","[1.073917269706726, 1.0805209875106812, 1.079027533531189, 1.0786216259002686, 1.0714181661605835]","[1.0743838548660278, 1.076766014099121, 1.0798120498657227, 1.0714733600616455, 1.068113088607788]","[1.093492031097412, 1.0839815139770508, 1.1074985265731812, 1.218514323234558, 1.1023608446121216]","[1.103243350982666, 1.0907868146896362, 1.1165090799331665, 1.2145929336547852, 1.1095731258392334]","[1.1342670917510986, 1.1424041986465454, 1.1451168060302734, 1.153786063194275, 1.134817361831665]","[1.1425138711929321, 1.1425138711929321, 1.1425141096115112, 1.1425148248672485, 1.1425137519836426]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.405564785003662, 1.3940399885177612, 1.3491870164871216, 1.410456657409668, 1.4097124338150024]","[1.0677560567855835, 1.072373867034912, 1.0700232982635498, 1.0684549808502197, 1.0749915838241577]","[1.0874289274215698, 1.1011793613433838, 1.0857168436050415, 1.0899052619934082, 1.0665532350540161]","[1.2264786958694458, 1.2300986051559448, 1.2356778383255005, 1.2381591796875, 1.2277473211288452]","[1.2269078493118286, 1.2258679866790771, 1.2291584014892578, 1.2264378070831299, 1.2272143363952637]","[1.069510817527771, 1.0857917070388794, 1.1451153755187988, 1.092947006225586, 1.0875732898712158]","[1.0839462280273438, 1.095864176750183, 1.142512321472168, 1.1030491590499878, 1.08573317527771]","[1.1342651844024658, 1.1424026489257812, 1.704789638519287, 1.4798924922943115, 1.1348156929016113]","[1.142512321472168, 1.142512321472168, 1.7060959339141846, 1.4864428043365479, 1.142512321472168]",SMOTE,batch_normalisation
Salaries 2023,19841,10,0.3,1824,4,182.4,0.4,456.0,0.0619872379216043,0.2,0.1394294526974118,0.0160942436193581,0.6034285730502841,1.1496177004294434,-0.2732887584980913,"[1.1650171279907227, 1.0655760765075684, 1.070535659790039, 1.064052939414978, 1.0669885873794556]","[1.1731854677200317, 1.0898386240005493, 1.0908461809158325, 1.104468822479248, 1.0854575634002686]","[1.0766421556472778, 1.0816504955291748, 1.072905421257019, 1.0749913454055786, 1.072907567024231]","[1.0910290479660034, 1.0948231220245361, 1.0889525413513184, 1.1032370328903198, 1.0960307121276855]","[1.078464388847351, 1.0985959768295288, 1.089698076248169, 1.087613582611084, 1.088096261024475]","[1.089979887008667, 1.0902142524719238, 1.0881495475769043, 1.09464430809021, 1.094895362854004]","[1.130987286567688, 1.1566935777664185, 1.1438415050506592, 1.14298415184021, 1.1349374055862427]","[1.1436691284179688, 1.1436688899993896, 1.1436704397201538, 1.1436697244644165, 1.1436699628829956]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.392676830291748, 1.369844675064087, 1.3953166007995605, 1.3921869993209839, 1.3691974878311157]","[1.0693886280059814, 1.0855648517608643, 1.0826897621154785, 1.0700500011444092, 1.0825012922286987]","[1.083823323249817, 1.0851960182189941, 1.0881271362304688, 1.0904663801193237, 1.0829081535339355]","[1.223797082901001, 1.2428297996520996, 1.2366161346435547, 1.2438102960586548, 1.2261606454849243]","[1.2334874868392944, 1.233896017074585, 1.2334163188934326, 1.2441377639770508, 1.2318623065948486]","[1.0716105699539185, 1.081224799156189, 1.0741769075393677, 1.0707478523254395, 1.0776938199996948]","[1.0883933305740356, 1.101395845413208, 1.0900025367736816, 1.1046732664108276, 1.1104217767715454]","[1.1283694505691528, 1.1566933393478394, 1.1438398361206055, 1.4831711053848267, 1.1349354982376099]","[1.1406424045562744, 1.1436684131622314, 1.1436684131622314, 1.4861340522766113, 1.1436684131622314]",SMOTE,prune
Salaries 2023,10233,10,0.3,2551,4,255.1,0.4,637.75,0.0619295958279009,0.2,0.1322341620456966,0.0137390125843588,0.5686239544340295,1.141375554812626,-0.2334062280785443,"[1.0778794288635254, 1.0996986627578735, 1.175065517425537, 1.0774494409561157, 1.140114426612854]","[1.0917994976043701, 1.0866317749023438, 1.2042677402496338, 1.079795241355896, 1.1428855657577515]","[1.0733102560043335, 1.0847994089126587, 1.071757197380066, 1.0896782875061035, 1.0834389925003052]","[1.0649775266647339, 1.062913417816162, 1.0699290037155151, 1.0659053325653076, 1.0632754564285278]","[1.0864272117614746, 1.0886470079421997, 1.0733848810195923, 1.0908279418945312, 1.090914249420166]","[1.080786108970642, 1.0729728937149048, 1.0673491954803467, 1.0841885805130005, 1.0738732814788818]","[1.1425666809082031, 1.1474688053131104, 1.1303117275238037, 1.1505321264266968, 1.1401159763336182]","[1.1428868770599365, 1.142886996269226, 1.1428865194320679, 1.142886757850647, 1.1428868770599365]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3961350917816162, 1.3372305631637573, 1.371106743812561, 1.3493019342422485, 1.346622109413147]","[1.0848010778427124, 1.0762337446212769, 1.0613040924072266, 1.0908085107803345, 1.07183837890625]","[1.0773833990097046, 1.0641473531723022, 1.0593349933624268, 1.0643361806869507, 1.0616679191589355]","[1.2300690412521362, 1.2314352989196777, 1.2176495790481567, 1.2383778095245361, 1.2294427156448364]","[1.2219990491867065, 1.2185602188110352, 1.2186918258666992, 1.2213952541351318, 1.2220642566680908]","[1.0657169818878174, 1.06243097782135, 1.0629760026931763, 1.0841985940933228, 1.0720125436782837]","[1.079616665840149, 1.0713294744491577, 1.074248194694519, 1.0809807777404785, 1.065950870513916]","[1.1425654888153076, 1.1474673748016357, 1.1303105354309082, 1.4844774007797241, 1.140114426612854]","[1.1428855657577515, 1.1428855657577515, 1.1428855657577515, 1.4873082637786865, 1.1428855657577515]",SMOTE,prune
Segmentation,40886,18,0.8888888888888888,592,2,32.888888888888886,0.1111111111111111,296.0,0.9733333333333334,0.6666666666666666,0.1367549585628589,0.0,0.6666707596930189,1.1465471625307422,-0.7184518623105882,"[0.3132988512516022, 0.31329989433288574, 0.3132971227169037, 0.31330084800720215, 0.31330406665802]","[0.3134384751319885, 0.313494473695755, 0.3215225636959076, 0.31336283683776855, 0.31341445446014404]","[0.31328052282333374, 0.3132823407649994, 0.3132830560207367, 0.3132798969745636, 0.3132822513580322]","[0.3136139214038849, 0.32143422961235046, 0.3218335211277008, 0.3135594129562378, 0.3135746121406555]","[0.313375324010849, 0.3134373426437378, 0.3133847117424011, 0.3139759302139282, 0.3133853077888489]","[0.32150930166244507, 0.3137337267398834, 0.33011552691459656, 0.31338444352149963, 0.3135082423686981]","[0.8211982846260071, 0.3555946350097656, 0.3159160614013672, 0.833050549030304, 0.8119425177574158]","[0.8174635171890259, 0.35526514053344727, 0.33016470074653625, 0.8174633979797363, 0.8090600967407227]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3152616620063782, 0.3152143061161041, 0.3148612976074219, 0.3151995837688446, 0.3151603937149048]","[0.31755486130714417, 0.31925448775291443, 0.317680686712265, 0.31613990664482117, 0.3178068697452545]","[0.6930745840072632, 0.6930764317512512, 0.6931494474411011, 0.6926975250244141, 0.6931459903717041]","[0.6931440234184265, 0.6931341290473938, 0.6931359171867371, 0.6934440732002258, 0.6931427121162415]","[0.3132965862751007, 0.31330588459968567, 0.3132985830307007, 0.313300758600235, 0.31329938769340515]","[0.31337490677833557, 0.3137221336364746, 0.32955223321914673, 0.31352177262306213, 0.3133164346218109]","[0.8211982846260071, 0.8211982846260071, 0.8132618069648743, 0.8330506682395935, 0.814581036567688]","[0.8174635171890259, 0.8174635171890259, 0.8174635171890259, 0.8174635171890259, 0.8174635171890259]",batch_normalisation,baseline
Segmentation,7739,18,0.8888888888888888,599,2,33.27777777777778,0.1111111111111111,299.5,0.9966666666666668,0.3333333333333333,0.4192331853289051,2.1067559415943737e-05,0.6934247253094908,1.5207949405148962,-0.908146347600828,"[0.31328094005584717, 0.31328052282333374, 0.3132792115211487, 0.31328046321868896, 0.31328028440475464]","[0.3132795989513397, 0.31327706575393677, 0.3132781386375427, 0.3132789433002472, 0.31328004598617554]","[0.3132742941379547, 0.31327420473098755, 0.3132748305797577, 0.31327390670776367, 0.3132753372192383]","[0.3132699131965637, 0.3132697641849518, 0.3132688105106354, 0.3132689893245697, 0.3132704198360443]","[0.3133590519428253, 0.31330540776252747, 0.3132990896701813, 0.3132772743701935, 0.31329065561294556]","[0.3133047819137573, 0.3133068382740021, 0.31330808997154236, 0.31329429149627686, 0.31328636407852173]","[0.7988953590393066, 0.8041234016418457, 0.31326350569725037, 0.8093453049659729, 0.8210742473602295]","[0.813255786895752, 0.8132617473602295, 0.31326353549957275, 0.8132617473602295, 0.8132617473602295]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.31469208002090454, 0.3145312964916229, 0.31438571214675903, 0.3146805465221405, 0.3145877718925476]","[0.3146370053291321, 0.3144594430923462, 0.3143174350261688, 0.3146246373653412, 0.3145199716091156]","[0.6929118037223816, 0.6930510401725769, 0.6931010484695435, 0.6931357979774475, 0.6930817365646362]","[0.6933426856994629, 0.6932390928268433, 0.6931752562522888, 0.6931501626968384, 0.6932596564292908]","[0.31327909231185913, 0.3132812976837158, 0.3132784366607666, 0.31327909231185913, 0.31328052282333374]","[0.3132782578468323, 0.31327980756759644, 0.31327638030052185, 0.3132760524749756, 0.3132781386375427]","[0.7989014387130737, 0.8224001526832581, 0.8197891712188721, 0.8093453049659729, 0.8210742473602295]","[0.8132617473602295, 0.8132617473602295, 0.8132617473602295, 0.8132617473602295, 0.8132617473602295]",batch_normalisation,batch_normalisation
Segmentation,84895,18,0.8888888888888888,1789,6,99.38888888888889,0.3333333333333333,298.1666666666667,0.9733333333333334,0.6111111111111112,0.6837892909657419,0.0177709457858125,1.102476388674854,1.981371518389998,-0.8544293711929936,"[1.2257684469223022, 1.2180211544036865, 1.0654135942459106, 1.2106648683547974, 1.2072651386260986]","[1.2539639472961426, 1.228512167930603, 1.0837582349777222, 1.2384659051895142, 1.2363203763961792]","[1.2291910648345947, 1.060306429862976, 1.0645344257354736, 1.307149887084961, 1.0748867988586426]","[1.2548328638076782, 1.0720252990722656, 1.0989965200424194, 1.3465930223464966, 1.0953632593154907]","[1.0734788179397583, 1.070019245147705, 1.0892678499221802, 1.073161005973816, 1.2416889667510986]","[1.0937519073486328, 1.0960203409194946, 1.1136828660964966, 1.1024408340454102, 1.2518889904022217]","[1.0968177318572998, 1.095104455947876, 1.2653073072433472, 1.3363251686096191, 1.110855221748352]","[1.1131278276443481, 1.1192940473556519, 1.2672412395477295, 1.33219313621521, 1.125182032585144]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.7918356657028198, 1.7917711734771729, 1.7918131351470947, 1.7918155193328857, 1.791724443435669]","[1.1290582418441772, 1.2664263248443604, 1.3968344926834106, 1.3787598609924316, 1.1011979579925537]","[1.1180835962295532, 1.2768653631210327, 1.4040472507476807, 1.4078178405761719, 1.1143102645874023]","[1.7917256355285645, 1.791717767715454, 1.7917404174804688, 1.7917362451553345, 1.7917486429214478]","[1.7917753458023071, 1.7917784452438354, 1.791778564453125, 1.7917906045913696, 1.791791558265686]","[1.3823058605194092, 1.2079607248306274, 1.2551639080047607, 1.5937542915344238, 1.059718370437622]","[1.3948801755905151, 1.2369757890701294, 1.2562534809112549, 1.5789204835891724, 1.082179307937622]","[1.869640827178955, 1.870666265487671, 1.8715397119522095, 1.8750331401824951, 1.8785265684127808]","[1.875994086265564, 1.875994086265564, 1.875994086265564, 1.8815807104110718, 1.875994086265564]",SMOTE,dropout
Segmentation,23487,18,0.8888888888888888,1787,6,99.27777777777776,0.3333333333333333,297.8333333333333,0.9733333333333334,0.6666666666666666,0.7415586064818616,0.0118234783656496,1.2089151624245922,2.0992048002759973,-0.8657697001780231,"[1.2209829092025757, 1.3803337812423706, 1.3791097402572632, 1.2074987888336182, 1.2149749994277954]","[1.2375235557556152, 1.4039503335952759, 1.3918912410736084, 1.218709945678711, 1.2486764192581177]","[1.0461994409561157, 1.2081302404403687, 1.212172269821167, 1.226661205291748, 1.2043787240982056]","[1.059781789779663, 1.2336701154708862, 1.2312487363815308, 1.227308988571167, 1.2164884805679321]","[1.0486347675323486, 1.0550158023834229, 1.0490715503692627, 1.0518304109573364, 1.0487393140792847]","[1.0678285360336304, 1.077327847480774, 1.0609604120254517, 1.069205641746521, 1.0674419403076172]","[1.048856496810913, 1.0479812622070312, 1.0505733489990234, 1.0759769678115845, 1.052347183227539]","[1.0619498491287231, 1.0687495470046997, 1.0627702474594116, 1.0925812721252441, 1.071475863456726]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.7917715311050415, 1.791808843612671, 1.7917572259902954, 1.7917972803115845, 1.7918342351913452]","[1.079397439956665, 1.0535975694656372, 1.05469810962677, 1.0592437982559204, 1.371975064277649]","[1.0911064147949219, 1.0620522499084473, 1.0656335353851318, 1.068705439567566, 1.391706943511963]","[1.7917382717132568, 1.7917441129684448, 1.7917433977127075, 1.791742205619812, 1.791754961013794]","[1.7917633056640625, 1.7917888164520264, 1.7917735576629639, 1.7918026447296143, 1.7917652130126953]","[1.3690922260284424, 1.049647331237793, 1.0556206703186035, 1.2089271545410156, 1.2132014036178589]","[1.3968236446380615, 1.06551992893219, 1.0667976140975952, 1.2323240041732788, 1.236820101737976]","[1.8747382164001465, 1.881737232208252, 1.870363712310791, 1.8659892082214355, 1.8713890314102173]","[1.8759942054748535, 1.8759942054748535, 1.8759942054748535, 1.8759942054748535, 1.8759942054748535]",SMOTE,dropout
Segmentation,27339,18,0.8888888888888888,1189,4,66.05555555555556,0.2222222222222222,297.25,0.9733333333333334,0.6666666666666666,0.5345011486044782,0.0145564315636341,0.933439466653567,1.706596691732024,-0.8559155625508996,"[0.7552627921104431, 0.7535735368728638, 0.7501543164253235, 0.7527345418930054, 0.7740799188613892]","[0.7782616019248962, 0.7709608674049377, 0.7804297804832458, 0.7762556672096252, 0.7970619797706604]","[0.7518563270568848, 0.7726174592971802, 0.7600070834159851, 0.7591683864593506, 0.7764568328857422]","[0.7731918692588806, 0.8158329129219055, 0.8051936030387878, 0.7774528861045837, 0.8062118887901306]","[0.765325665473938, 0.7709353566169739, 0.7701917886734009, 0.7737719416618347, 0.7665550112724304]","[0.786198616027832, 0.792323648929596, 0.7993181347846985, 0.7808807492256165, 0.7685800790786743]","[1.4923524856567383, 0.8225277066230774, 0.798875093460083, 0.8091514706611633, 0.8275854587554932]","[1.4999706745147705, 0.8242405652999878, 0.8360775709152222, 0.8404422402381897, 0.8361737132072449]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3862613439559937, 1.3863251209259033, 1.3864697217941284, 1.386265754699707, 1.3863545656204224]","[0.7699729204177856, 0.7718569040298462, 0.7582146525382996, 0.7651476263999939, 0.766920268535614]","[0.7911951541900635, 0.8012866377830505, 0.7853981256484985, 0.7813679575920105, 0.7875164151191711]","[1.3862544298171997, 1.3862255811691284, 1.3862601518630981, 1.3861992359161377, 1.3862730264663696]","[1.3863321542739868, 1.3862996101379395, 1.386362910270691, 1.3863226175308228, 1.3862874507904053]","[0.7550557255744934, 0.7554962038993835, 0.763894259929657, 0.7571487426757812, 0.7514730095863342]","[0.7740472555160522, 0.7780478000640869, 0.7867843508720398, 0.7822531461715698, 0.7773586511611938]","[1.4923527240753174, 1.5018812417984009, 1.4861124753952026, 1.5084515810012817, 1.487426519393921]","[1.4999709129333496, 1.4999709129333496, 1.4999709129333496, 1.4999709129333496, 1.491567611694336]",SMOTE,weight_normalisation
Segmentation,99273,13,0.8461538461538461,2086,7,160.46153846153845,0.5384615384615384,298.0,0.9733333333333334,0.7692307692307693,0.6421986235131418,0.0177633836163828,1.119421525501216,1.900655113862037,-0.7669221272968861,"[1.4829460382461548, 1.3289121389389038, 2.0274910926818848, 1.6076502799987793, 1.2899901866912842]","[1.5241576433181763, 1.359062910079956, 2.021881580352783, 1.6126865148544312, 1.323440670967102]","[2.019245147705078, 1.4119699001312256, 1.4928807020187378, 1.3812658786773682, 2.0231001377105713]","[2.0218820571899414, 1.4341015815734863, 1.5244157314300537, 1.4251322746276855, 2.021881580352783]","[1.5071603059768677, 1.2443147897720337, 1.351509690284729, 1.6038484573364258, 1.3138558864593506]","[1.5221142768859863, 1.2876166105270386, 1.3610503673553467, 1.6204196214675903, 1.3209633827209473]","[1.4463437795639038, 1.6199324131011963, 1.444140911102295, 1.4130789041519165, 1.2350273132324219]","[1.456693410873413, 1.6571829319000244, 1.462848424911499, 1.413036823272705, 1.2995057106018066]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9458779096603394, 1.9458959102630615, 1.9459058046340942, 1.9459201097488403, 1.9458731412887573]","[1.5755319595336914, 1.6166692972183228, 1.2792279720306396, 1.5725713968276978, 1.4583301544189453]","[1.579136848449707, 1.6375747919082642, 1.303737759590149, 1.5848729610443115, 1.454880952835083]","[1.9459034204483032, 1.9459075927734375, 1.9459129571914673, 1.9458966255187988, 1.945906400680542]","[1.9459294080734253, 1.945913314819336, 1.9459325075149536, 1.9459521770477295, 1.945924997329712]","[1.6217683553695679, 1.349715232849121, 1.3397785425186157, 1.3562402725219727, 1.4843089580535889]","[1.615885853767395, 1.3991917371749878, 1.383010745048523, 1.4127705097198486, 1.5217740535736084]","[2.019245147705078, 2.028240919113159, 2.0199949741363525, 2.0096168518066406, 2.0245981216430664]","[2.021881580352783, 2.0266661643981934, 2.021881580352783, 2.021881580352783, 2.0266661643981934]",SMOTE,dropout
Segmentation,32317,12,0.8333333333333334,2086,7,173.83333333333334,0.5833333333333334,298.0,0.9733333333333334,0.75,0.6787501181118397,0.0177633836163828,1.188905751856018,1.971412159361904,-0.7610964495188474,"[1.5078439712524414, 1.461915373802185, 1.4965238571166992, 1.4619629383087158, 1.482050895690918]","[1.514978051185608, 1.4619174003601074, 1.4810662269592285, 1.476257085800171, 1.483862042427063]","[1.6532098054885864, 1.6198139190673828, 1.4918136596679688, 1.498132348060608, 1.546432614326477]","[1.6690655946731567, 1.6628811359405518, 1.4808775186538696, 1.5140677690505981, 1.558315396308899]","[1.615128993988037, 1.2591209411621094, 1.3379790782928467, 1.4649074077606201, 1.361004114151001]","[1.61296808719635, 1.2687581777572632, 1.3241138458251953, 1.4721267223358154, 1.382400393486023]","[1.5906238555908203, 1.2565574645996094, 1.4032424688339233, 1.3151909112930298, 1.4491006135940552]","[1.5847996473312378, 1.255403757095337, 1.4001225233078003, 1.3224824666976929, 1.456061840057373]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9459041357040405, 1.945918083190918, 1.945891261100769, 1.945888638496399, 1.9458998441696167]","[1.4517971277236938, 1.640004277229309, 1.4456489086151123, 1.3325880765914917, 1.3383549451828003]","[1.4639673233032227, 1.6450427770614624, 1.4461426734924316, 1.3372066020965576, 1.3429210186004639]","[1.945889949798584, 1.9458975791931152, 1.945908546447754, 1.9458931684494019, 1.9459047317504883]","[1.945925235748291, 1.9459331035614014, 1.9459459781646729, 1.9459383487701416, 1.9459295272827148]","[1.4768271446228027, 1.3489631414413452, 1.5409812927246094, 1.3699407577514648, 1.4848097562789917]","[1.4731298685073853, 1.343593716621399, 1.5413870811462402, 1.3761014938354492, 1.4844765663146973]","[2.016996383666992, 2.025991916656494, 2.0312395095825195, 2.0171074867248535, 2.02085280418396]","[2.021881341934204, 2.021881341934204, 2.021881341934204, 2.021881341934204, 2.021881341934204]",SMOTE,layer_normalisation
Segmentation,35289,12,0.9166666666666666,2086,7,173.83333333333334,0.5833333333333334,298.0,0.9733333333333334,0.75,0.8540786953091916,0.0177633836163828,1.1897308409705072,2.349209045947868,-0.8101394941742259,"[1.319576621055603, 1.3067865371704102, 1.3167568445205688, 1.3133468627929688, 1.340883493423462]","[1.3578052520751953, 1.3275490999221802, 1.3242332935333252, 1.325754165649414, 1.3556112051010132]","[1.3663161993026733, 1.457031011581421, 1.5130645036697388, 1.458717703819275, 1.3467819690704346]","[1.3824759721755981, 1.4707266092300415, 1.5197190046310425, 1.4738408327102661, 1.354128122329712]","[1.2016018629074097, 1.3107829093933105, 1.228301763534546, 1.1993578672409058, 1.2055363655090332]","[1.2214082479476929, 1.3288413286209106, 1.229027509689331, 1.2082264423370361, 1.2164676189422607]","[1.2016512155532837, 1.346945881843567, 1.3622527122497559, 1.2126452922821045, 1.2670633792877197]","[1.2306561470031738, 1.3506972789764404, 1.3823996782302856, 1.23713219165802, 1.2812988758087158]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9458835124969482, 1.9459424018859863, 1.9459638595581055, 1.9459158182144165, 1.9459245204925537]","[1.326820731163025, 1.3409329652786255, 1.1994967460632324, 1.3176645040512085, 1.325907588005066]","[1.3316320180892944, 1.3623323440551758, 1.2139487266540527, 1.3298531770706177, 1.339876651763916]","[1.945886492729187, 1.9459131956100464, 1.9459198713302612, 1.9459046125411987, 1.9458996057510376]","[1.9459196329116821, 1.9459443092346191, 1.945936679840088, 1.9459527730941772, 1.9459278583526611]","[1.1830675601959229, 1.4708082675933838, 1.2160223722457886, 1.4362928867340088, 1.4551007747650146]","[1.199963092803955, 1.4828407764434814, 1.2288190126419067, 1.4432913064956665, 1.4741154909133911]","[2.013997793197632, 2.0177459716796875, 2.0244927406311035, 2.0268454551696777, 2.0260963439941406]","[2.021881580352783, 2.021881580352783, 2.021881580352783, 2.021881580352783, 2.021881580352783]",SMOTE,dropout
Segmentation,22950,16,0.875,2086,7,130.375,0.4375,298.0,0.9733333333333334,0.75,0.7264554060971833,0.0177633836163828,1.1880189935010728,2.067738310023524,-0.8325886781086937,"[1.4700267314910889, 1.3454668521881104, 1.7495858669281006, 1.723145604133606, 1.4649510383605957]","[1.4944921731948853, 1.3601783514022827, 1.7647117376327515, 1.7238805294036865, 1.458238124847412]","[1.5326534509658813, 1.446631908416748, 1.461166262626648, 1.4772576093673706, 1.360876441001892]","[1.5429637432098389, 1.461440086364746, 1.4718749523162842, 1.4900617599487305, 1.3607555627822876]","[1.2019621133804321, 1.3055462837219238, 1.194924235343933, 1.4460437297821045, 1.191689372062683]","[1.2143906354904175, 1.3281798362731934, 1.2096761465072632, 1.4611324071884155, 1.1990035772323608]","[1.3545628786087036, 1.3528395891189575, 1.204180121421814, 1.602057695388794, 1.1947218179702759]","[1.3734831809997559, 1.3711739778518677, 1.2335361242294312, 1.6063992977142334, 1.2061676979064941]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9459198713302612, 1.945914626121521, 1.9459203481674194, 1.9459587335586548, 1.945923089981079]","[1.3355988264083862, 1.306778907775879, 1.3437392711639404, 1.4529988765716553, 1.3275456428527832]","[1.3342103958129883, 1.3200592994689941, 1.3490960597991943, 1.4529685974121094, 1.3336560726165771]","[1.9458961486816406, 1.9459106922149658, 1.9459092617034912, 1.9459232091903687, 1.94590163230896]","[1.9459381103515625, 1.9459247589111328, 1.945923924446106, 1.9459275007247925, 1.9459245204925537]","[1.3136268854141235, 1.468606948852539, 1.3399865627288818, 1.4752699136734009, 1.3162695169448853]","[1.3239476680755615, 1.474778652191162, 1.3512542247772217, 1.4847029447555542, 1.3339475393295288]","[2.0267417430877686, 2.020744562149048, 2.027491331100464, 2.0163586139678955, 2.0171074867248535]","[2.021881341934204, 2.021881580352783, 2.021881580352783, 2.021881580352783, 2.021881580352783]",SMOTE,dropout
