dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Pima Indians Diabetes,13729,8,1.0,324,2,40.5,0.25,162.0,0.5355450236966824,1.0,0.0310546349096337,0.0,0.0939137542008892,1.0315418605433224,1.6029892291419008,"[0.37175774574279785, 0.37749189138412476, 0.3771761655807495, 0.41542503237724304, 0.371571809053421]","[0.6040171384811401, 0.5715172290802002, 0.6088277101516724, 0.6275461316108704, 0.5338232517242432]","[0.36664053797721863, 0.3859858810901642, 0.38108348846435547, 0.38591066002845764, 0.37113070487976074]","[0.566827654838562, 0.5713849663734436, 0.5983156561851501, 0.6464763283729553, 0.5610319375991821]","[0.42531538009643555, 0.5293581485748291, 0.5371090173721313, 0.4514089822769165, 0.46698448061943054]","[0.6552422046661377, 0.5721157789230347, 0.5761990547180176, 0.6175987720489502, 0.5977394580841064]","[0.6755803823471069, 0.6610836982727051, 0.6321017146110535, 0.6755803823471069, 0.6594153642654419]","[0.6671077609062195, 0.6671037077903748, 0.6671068668365479, 0.6671077013015747, 0.6671076416969299]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.6547679901123047, 0.6461527943611145, 0.6262071132659912, 0.6547658443450928, 0.6450983881950378]","[0.6501084566116333, 0.6497961282730103, 0.6512276530265808, 0.650100827217102, 0.6498061418533325]","[0.6718643307685852, 0.6672937870025635, 0.6569721102714539, 0.6718642115592957, 0.6667405366897583]","[0.6693115830421448, 0.6692761182785034, 0.6703511476516724, 0.6693115830421448, 0.6692978143692017]","[0.37192538380622864, 0.38550087809562683, 0.3740880787372589, 0.39324894547462463, 0.37135452032089233]","[0.5692651867866516, 0.5801399946212769, 0.62945157289505, 0.5744473934173584, 0.558314859867096]","[0.675580620765686, 0.6610878109931946, 0.6321023106575012, 0.675580620765686, 0.6506792306900024]","[0.6671079397201538, 0.6671079397201538, 0.6671079397201538, 0.6671079397201538, 0.6634489893913269]",batch_normalisation,weight_normalisation
Pima Indians Diabetes,37986,8,1.0,405,2,50.625,0.25,202.5,0.5340909090909091,0.875,0.0556896105051475,0.0097852962123619,0.0993595577463912,1.0572694674658754,0.4506582131334217,"[0.43690285086631775, 0.4124145209789276, 0.43309465050697327, 0.4252960979938507, 0.38264480233192444]","[0.5851075053215027, 0.6031655073165894, 0.5612651705741882, 0.5662388801574707, 0.5732642412185669]","[0.4217338263988495, 0.4178883135318756, 0.3901505768299103, 0.4515049159526825, 0.3645089864730835]","[0.5328469276428223, 0.5876071453094482, 0.5842374563217163, 0.6335187554359436, 0.5780971050262451]","[0.4609106779098511, 0.481756329536438, 0.4557507038116455, 0.4498290419578552, 0.44327104091644287]","[0.5591793060302734, 0.5785720944404602, 0.5648079514503479, 0.5725381374359131, 0.6401318907737732]","[0.6607518196105957, 0.6607515811920166, 0.6414469480514526, 0.6839174628257751, 0.5248114466667175]","[0.6589404940605164, 0.658940315246582, 0.6589406132698059, 0.658940315246582, 0.5478258728981018]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.4537767469882965, 0.4634080231189728, 0.48600032925605774, 0.4497562646865845, 0.4545494019985199]","[0.5752531290054321, 0.5301617383956909, 0.5556580424308777, 0.5700650215148926, 0.5865704417228699]","[0.6673226952552795, 0.6672195792198181, 0.6606429219245911, 0.6743924617767334, 0.668005108833313]","[0.6666836142539978, 0.6666007041931152, 0.6665948033332825, 0.6677427291870117, 0.6666010022163391]","[0.43302634358406067, 0.4253447353839874, 0.3983873426914215, 0.42917171120643616, 0.3941520154476166]","[0.5813377499580383, 0.5354666113853455, 0.59148108959198, 0.5607460141181946, 0.57713782787323]","[0.6607521176338196, 0.6607521176338196, 0.6414470672607422, 0.6839181184768677, 0.6632617712020874]","[0.6589407920837402, 0.6589407920837402, 0.6589407920837402, 0.6589407920837402, 0.6589407920837402]",batch_normalisation,prune
Pima Indians Diabetes,33858,8,1.0,491,2,61.375,0.25,245.5,0.534375,1.0,0.0431975185100392,0.0080052050351391,0.0976180955078855,1.0441441122733857,0.870386347390099,"[0.41560542583465576, 0.3933500051498413, 0.4216427206993103, 0.412051260471344, 0.4216381013393402]","[0.6115238070487976, 0.6354406476020813, 0.6317265033721924, 0.6122689843177795, 0.6098259091377258]","[0.39951157569885254, 0.38679611682891846, 0.41153061389923096, 0.3771536350250244, 0.39218318462371826]","[0.6249421238899231, 0.6544813513755798, 0.6736117005348206, 0.6442883610725403, 0.6399883031845093]","[0.43581780791282654, 0.4537222385406494, 0.4433411955833435, 0.4567778408527374, 0.44606125354766846]","[0.6021196842193604, 0.6411744952201843, 0.5949395298957825, 0.6132941246032715, 0.5889657735824585]","[0.6710891127586365, 0.6678942441940308, 0.6540260910987854, 0.6603954434394836, 0.6603954434394836]","[0.6566960215568542, 0.6566960215568542, 0.6566961407661438, 0.6566960215568542, 0.6566960215568542]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.4743671715259552, 0.46826064586639404, 0.47220733761787415, 0.49256986379623413, 0.43497219681739807]","[0.5965050458908081, 0.598577618598938, 0.595906674861908, 0.6058753132820129, 0.5925570130348206]","[0.6705129146575928, 0.6694986820220947, 0.6649341583251953, 0.6670659780502319, 0.6670796275138855]","[0.6661823987960815, 0.666019082069397, 0.6658673286437988, 0.6658369302749634, 0.6658294200897217]","[0.41557374596595764, 0.39005643129348755, 0.42480847239494324, 0.39944201707839966, 0.415262907743454]","[0.6173357367515564, 0.6694738864898682, 0.6517810821533203, 0.6377405524253845, 0.6076228618621826]","[0.671089231967926, 0.6678943634033203, 0.6540260910987854, 0.6603955626487732, 0.6603955626487732]","[0.6566961407661438, 0.6566961407661438, 0.6566961407661438, 0.6566961407661438, 0.6566961407661438]",batch_normalisation,prune
Pima Indians Diabetes,10299,8,1.0,545,2,68.125,0.25,272.5,0.5352112676056338,1.0,0.0546479135338103,0.0106809749749645,0.1147539381579352,1.0561686865033677,0.4789919315403282,"[0.4196617603302002, 0.3980069160461426, 0.405046671628952, 0.399332195520401, 0.41974836587905884]","[0.5328102707862854, 0.5673621892929077, 0.5738334655761719, 0.5922896265983582, 0.5978964567184448]","[0.38828423619270325, 0.37936902046203613, 0.3924999535083771, 0.3963848352432251, 0.379241943359375]","[0.5281713008880615, 0.6103909611701965, 0.5634332299232483, 0.6255250573158264, 0.5930160284042358]","[0.44887953996658325, 0.43689092993736267, 0.43060845136642456, 0.41464152932167053, 0.4292771816253662]","[0.589580237865448, 0.5507517457008362, 0.5805193781852722, 0.603062093257904, 0.5647748708724976]","[0.6695834994316101, 0.6513707041740417, 0.668559193611145, 0.6685625314712524, 0.6513701677322388]","[0.6618854999542236, 0.6618855595588684, 0.6618826985359192, 0.6618854999542236, 0.6618850231170654]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.4512425661087036, 0.45442625880241394, 0.4449782967567444, 0.47582611441612244, 0.4402506351470947]","[0.5331666469573975, 0.5501636266708374, 0.5679025650024414, 0.5729958415031433, 0.5867322087287903]","[0.6700248718261719, 0.6640056371688843, 0.6697019338607788, 0.6697021722793579, 0.6640076637268066]","[0.6675907969474792, 0.6676732301712036, 0.6676058173179626, 0.667591392993927, 0.6676292419433594]","[0.4167964458465576, 0.40663525462150574, 0.40217387676239014, 0.40503308176994324, 0.4108043611049652]","[0.5399131774902344, 0.5430856347084045, 0.5733757615089417, 0.6120383739471436, 0.5987871289253235]","[0.9569399356842041, 0.6513707041740417, 0.668562650680542, 0.668562650680542, 0.9751529693603516]","[0.9646378755569458, 0.6618855595588684, 0.6618855595588684, 0.6618855595588684, 0.9646378755569458]",batch_normalisation,prune
Pima Indians Diabetes,72305,8,1.0,627,2,78.375,0.25,313.5,0.5367647058823529,1.0,0.0423522154064928,0.0,0.1019846125595875,1.0432618669496194,0.9095849351388406,"[0.3958551585674286, 0.4106146991252899, 0.4006551504135132, 0.40066567063331604, 0.3957732617855072]","[0.5286948084831238, 0.5435972809791565, 0.5418692231178284, 0.5524345636367798, 0.5613536834716797]","[0.37083151936531067, 0.3983900249004364, 0.398145467042923, 0.3860500454902649, 0.39724475145339966]","[0.5094666481018066, 0.5408653616905212, 0.5792615413665771, 0.562673807144165, 0.5387648344039917]","[0.4343276619911194, 0.44742342829704285, 0.46128538250923157, 0.4442347288131714, 0.44047966599464417]","[0.5468895435333252, 0.5548716187477112, 0.5463959574699402, 0.5747944116592407, 0.545190155506134]","[0.6632616519927979, 0.6524139642715454, 0.6374512314796448, 0.6773512959480286, 0.6823386549949646]","[0.6624680757522583, 0.6624681353569031, 0.6624681353569031, 0.662467896938324, 0.662467896938324]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.46507108211517334, 0.4796629846096039, 0.62099289894104, 0.4841631352901459, 0.47933852672576904]","[0.5352411270141602, 0.5562556982040405, 0.6379280090332031, 0.5378114581108093, 0.5342740416526794]","[0.6680052280426025, 0.6643668413162231, 0.6589914560317993, 0.6723950505256653, 0.673855721950531]","[0.667747974395752, 0.6678508520126343, 0.6682943105697632, 0.6679496765136719, 0.6681551337242126]","[0.41584959626197815, 0.4131196141242981, 0.39817291498184204, 0.4056241512298584, 0.4230997562408447]","[0.5118075609207153, 0.5376742482185364, 0.5523723363876343, 0.5553803443908691, 0.5640035271644592]","[0.6632617115974426, 0.6509222984313965, 0.6374512910842896, 0.6773515939712524, 0.6823391318321228]","[0.6624681353569031, 0.660774290561676, 0.6624681353569031, 0.6624681353569031, 0.6624681353569031]",batch_normalisation,weight_normalisation
Pima Indians Diabetes,76677,8,1.0,703,2,87.875,0.25,351.5,0.5349344978165939,1.0,0.0481432052580123,0.0059047090745514,0.1125385160777892,1.0493209128374414,0.6786302790361092,"[0.46940404176712036, 0.42476752400398254, 0.4755518436431885, 0.47297847270965576, 0.4620840847492218]","[0.47390124201774597, 0.4619913101196289, 0.4948264956474304, 0.461945116519928, 0.49460750818252563]","[0.4571271240711212, 0.4471171498298645, 0.4990514814853668, 0.46421340107917786, 0.4331109821796417]","[0.49748337268829346, 0.49411338567733765, 0.4750503599643707, 0.5000380873680115, 0.4805591106414795]","[0.5045682787895203, 0.5025603771209717, 0.4893735945224762, 0.4977681040763855, 0.48446890711784363]","[0.4893566071987152, 0.48162293434143066, 0.46129757165908813, 0.45537012815475464, 0.48667147755622864]","[0.6607000231742859, 0.6451103091239929, 0.6710395216941833, 0.662150502204895, 0.6710394024848938]","[0.6607789993286133, 0.6607793569564819, 0.6607794761657715, 0.6607793569564819, 0.6607792973518372]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.4896705150604248, 0.4975469410419464, 0.5074061751365662, 0.48453694581985474, 0.5128659605979919]","[0.4702840745449066, 0.4758768081665039, 0.4721583127975464, 0.4747673571109772, 0.4996788501739502]","[0.6671663522720337, 0.6618844270706177, 0.670476496219635, 0.6684792041778564, 0.6704773306846619]","[0.6671923398971558, 0.6677928566932678, 0.6673088669776917, 0.6679540276527405, 0.6673188209533691]","[0.4337073266506195, 0.42900216579437256, 0.4733898341655731, 0.46631714701652527, 0.4334549307823181]","[0.47217175364494324, 0.4772576689720154, 0.47120702266693115, 0.46219027042388916, 0.4684094786643982]","[0.6607005000114441, 0.6451103091239929, 0.9554839730262756, 0.6621506214141846, 0.9554839730262756]","[0.6607794761657715, 0.6607794761657715, 0.9657439589500427, 0.6607794761657715, 0.9657439589500427]",weight_normalisation,weight_normalisation
Ring,9723,14,1.0,7400,2,528.5714285714286,0.1428571428571428,3700.0,0.9807280513918628,1.0,0.0871120893524599,0.0769534679983112,0.1058550514262703,1.0910189644739896,-0.4316847153519783,"[0.32720091938972473, 0.3244565725326538, 0.32530131936073303, 0.32741275429725647, 0.3265681564807892]","[0.38080132007598877, 0.37642428278923035, 0.3708162009716034, 0.37536951899528503, 0.38100191950798035]","[0.3189663887023926, 0.31981024146080017, 0.3195982873439789, 0.3202313482761383, 0.31980928778648376]","[0.3799351453781128, 0.38735583424568176, 0.3762279748916626, 0.3931052088737488, 0.39077049493789673]","[0.326373815536499, 0.32759779691696167, 0.3265281021595001, 0.32888340950012207, 0.32882702350616455]","[0.39090263843536377, 0.3804054260253906, 0.3837679624557495, 0.3917599022388458, 0.3894016742706299]","[0.3293103575706482, 0.3305790424346924, 0.3354337215423584, 0.3322663903236389, 0.32931241393089294]","[0.38073375821113586, 0.38118377327919006, 0.37419870495796204, 0.3755558431148529, 0.37730908393859863]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.32915443181991577, 0.3434714078903198, 0.33036336302757263, 0.3765451908111572, 0.3441503047943115]","[0.3765081465244293, 0.37792277336120605, 0.3735921084880829, 0.3986970782279968, 0.3812211751937866]","[0.6931472420692444, 0.6930351853370667, 0.6931474208831787, 0.6929827928543091, 0.6931307911872864]","[0.6931631565093994, 0.6931322813034058, 0.6931831240653992, 0.6932411789894104, 0.6931264996528625]","[0.32551226019859314, 0.32508912682533264, 0.3284689784049988, 0.3255121111869812, 0.32804960012435913]","[0.3823763132095337, 0.3781278133392334, 0.37743762135505676, 0.37105485796928406, 0.3835512101650238]","[0.8138951659202576, 0.8031266927719116, 0.8145287036895752, 0.8010151982307434, 0.8172736763954163]","[0.8085320591926575, 0.8085320591926575, 0.8085320591926575, 0.8085320591926575, 0.8179915547370911]",batch_normalisation,baseline
Ring,53448,13,1.0,7400,2,569.2307692307693,0.1538461538461538,3700.0,0.9807280513918628,1.0,0.086603091188935,0.071016812501828,0.1055787890747996,1.090463779130848,-0.3843710191318519,"[0.3291018307209015, 0.32867956161499023, 0.328679621219635, 0.3284681439399719, 0.32804593443870544]","[0.3628820478916168, 0.3643704950809479, 0.3670200705528259, 0.3680877685546875, 0.36241963505744934]","[0.3227485418319702, 0.3208658993244171, 0.32234838604927063, 0.3202325403690338, 0.3212672770023346]","[0.3781377077102661, 0.37176868319511414, 0.375384122133255, 0.37447965145111084, 0.3818107843399048]","[0.3302704095840454, 0.33219024538993835, 0.3341517150402069, 0.33205002546310425, 0.33086004853248596]","[0.38090935349464417, 0.3731778562068939, 0.3782859146595001, 0.3702907860279083, 0.3740937113761902]","[0.32931026816368103, 0.8149436712265015, 0.33163267374038696, 0.3295218050479889, 0.32867658138275146]","[0.36963996291160583, 0.8179841041564941, 0.3613017797470093, 0.3610903322696686, 0.36261045932769775]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.35967111587524414, 0.33402687311172485, 0.3352278172969818, 0.3337603509426117, 0.33948713541030884]","[0.37745150923728943, 0.3660131096839905, 0.3666282594203949, 0.36822959780693054, 0.3688485026359558]","[0.6931427717208862, 0.6931449770927429, 0.6931459307670593, 0.6931031346321106, 0.6930229067802429]","[0.6931217908859253, 0.6931396126747131, 0.6931424140930176, 0.6931215524673462, 0.693347156047821]","[0.3295241892337799, 0.3291015625, 0.3291013538837433, 0.32804593443870544, 0.32867905497550964]","[0.3601444661617279, 0.36074599623680115, 0.36455515027046204, 0.3638353645801544, 0.36478090286254883]","[0.8157956004142761, 0.8149510025978088, 0.8117837905883789, 0.8067162036895752, 0.8010151982307434]","[0.8179915547370911, 0.8179915547370911, 0.8085320591926575, 0.8085320591926575, 0.8085320591926575]",batch_normalisation,weight_normalisation
Ring,11160,12,1.0,7400,2,616.6666666666666,0.1666666666666666,3700.0,0.9807280513918628,1.0,0.0883121268218115,0.0767114836967888,0.1029345446496872,1.0923290140081796,-0.3459752065994515,"[0.32910120487213135, 0.3310019373893738, 0.3282569348812103, 0.33205801248550415, 0.3305800259113312]","[0.3814586102962494, 0.3864099681377411, 0.3820425570011139, 0.3830050230026245, 0.38957005739212036]","[0.3206772208213806, 0.3327903151512146, 0.32002517580986023, 0.3202398717403412, 0.321553111076355]","[0.39270877838134766, 0.40424078702926636, 0.3939600884914398, 0.40175575017929077, 0.3980220556259155]","[0.3363024890422821, 0.33353325724601746, 0.3374059796333313, 0.333115816116333, 0.3353720009326935]","[0.3959740102291107, 0.38484686613082886, 0.3932003676891327, 0.3911571204662323, 0.39390310645103455]","[0.3361679017543793, 0.8166393637657166, 0.3341689705848694, 0.8043909072875977, 0.3374802768230438]","[0.38277482986450195, 0.817990779876709, 0.38619714975357056, 0.808529257774353, 0.38719913363456726]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3418036997318268, 0.34061190485954285, 0.33236420154571533, 0.3578396141529083, 0.34233635663986206]","[0.3841160535812378, 0.38408440351486206, 0.3782561421394348, 0.39096418023109436, 0.38763630390167236]","[0.6930919289588928, 0.6931573748588562, 0.693173348903656, 0.6930783987045288, 0.6931735277175903]","[0.693131685256958, 0.6931609511375427, 0.6931522488594055, 0.6932042837142944, 0.6931999325752258]","[0.33107563853263855, 0.33205780386924744, 0.33163610100746155, 0.33036938309669495, 0.33163517713546753]","[0.3832988142967224, 0.38422060012817383, 0.3882462978363037, 0.38685980439186096, 0.3899960517883301]","[0.8062939047813416, 0.8166401982307434, 0.8094611763954163, 0.822130024433136, 0.8147399425506592]","[0.8085320591926575, 0.8179915547370911, 0.8085320591926575, 0.8179915547370911, 0.8179916143417358]",batch_normalisation,baseline
Ring,8088,18,1.0,7400,2,411.1111111111111,0.1111111111111111,3700.0,0.9807280513918628,1.0,0.0869077643857295,0.0745656754716952,0.1039563302425654,1.0907960648331274,-0.55693778028052,"[0.3181220591068268, 0.3185445964336395, 0.3191782534122467, 0.3172778785228729, 0.31917840242385864]","[0.35372501611709595, 0.3497590720653534, 0.3507019877433777, 0.35367366671562195, 0.3470645546913147]","[0.31516358256340027, 0.31516435742378235, 0.3162201941013336, 0.31600892543792725, 0.3151642084121704]","[0.35740286111831665, 0.3550153970718384, 0.3534058630466461, 0.36151033639907837, 0.35560494661331177]","[0.3183726668357849, 0.3191644847393036, 0.31979984045028687, 0.320195734500885, 0.31904008984565735]","[0.3596431612968445, 0.3616471588611603, 0.35632428526878357, 0.3621651828289032, 0.3578396439552307]","[0.8039519786834717, 0.8212854862213135, 0.8128384351730347, 0.32213133573532104, 0.4631842076778412]","[0.8085124492645264, 0.8179915547370911, 0.8085311055183411, 0.35037559270858765, 0.4679880738258362]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.31988465785980225, 0.31991496682167053, 0.3220313489437103, 0.3210381865501404, 0.319571316242218]","[0.3502250611782074, 0.3486486077308655, 0.34926655888557434, 0.3535551130771637, 0.35276466608047485]","[0.6930950880050659, 0.6930972933769226, 0.6931656002998352, 0.6931410431861877, 0.6931341886520386]","[0.6932600736618042, 0.6931930780410767, 0.6931215524673462, 0.6931382417678833, 0.693122386932373]","[0.3187558948993683, 0.31833314895629883, 0.31896674633026123, 0.31938934326171875, 0.3196001946926117]","[0.3479675054550171, 0.3463289439678192, 0.3477197289466858, 0.3474545180797577, 0.34726881980895996]","[0.8225523829460144, 0.8052381873130798, 0.8136841058731079, 0.8166401982307434, 0.8098834753036499]","[0.8179915547370911, 0.8085320591926575, 0.8179915547370911, 0.8179915547370911, 0.8085320591926575]",batch_normalisation,weight_normalisation
