dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique,subset_type
Schizo,73838,12.0,1.0,263.0,3.0,21.916666666666668,0.25,87.66666666666667,0.3096774193548387,0.0,0.0519799576086793,0.0,0.1493447648842116,1.0533546305560937,0.5377581414479927,"[0.8780204653739929, 0.8298211693763733, 0.9662955403327942, 0.9373648762702942, 0.9584275484085083]","[0.9757500290870667, 1.0036245584487915, 0.9660230278968811, 0.9656172394752502, 0.9642153978347778]","[0.6941695213317871, 0.956196129322052, 0.7792366743087769, 0.789827287197113, 0.7445188760757446]","[1.030106782913208, 0.9665302038192749, 1.0714234113693237, 1.0583851337432861, 1.0687658786773682]","[0.9722399115562439, 0.9546732306480408, 0.9675842523574829, 0.9383799433708191, 0.9677457809448242]","[0.9639184474945068, 0.9655071496963501, 0.9655122756958008, 0.9655407071113586, 0.9663088917732239]","[0.9740638732910156, 0.9562074542045593, 0.9681089520454407, 0.9383499622344971, 0.9681082367897034]","[0.9665391445159912, 0.9665390253067017, 0.9665398597717285, 0.9665390253067017, 0.9665395021438599]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9757192134857178, 0.9591573476791382, 0.9701789021492004, 0.9414919018745422, 0.9706580638885498]","[0.9694313406944275, 0.9685037136077881, 0.9690144658088684, 0.9678282737731934, 0.9691933393478394]","[1.0552668571472168, 1.0491390228271484, 1.053216576576233, 1.0415066480636597, 1.0535017251968384]","[1.052935242652893, 1.0530292987823486, 1.0528686046600342, 1.0536301136016846, 1.0528829097747803]","[0.9529700875282288, 0.9241776466369629, 0.9666697382926941, 0.938425600528717, 0.9672508239746094]","[0.9621492028236389, 0.958624541759491, 0.96627277135849, 0.9664953351020813, 0.9664461612701416]","[0.9740638732910156, 0.956206738948822, 0.968111515045166, 0.9383496046066284, 0.968111515045166]","[0.9665391445159912, 0.9665391445159912, 0.9665391445159912, 0.9665391445159912, 0.9665391445159912]",batch_normalisation,weight_normalisation,instances
Schizo,29608,12.0,1.0,292.0,3.0,24.33333333333333,0.25,97.33333333333331,0.3081395348837209,0.0,0.0473951403906809,0.0,0.0897681780418768,1.0485362462553347,0.686631212364248,"[0.9718542695045471, 0.9569972157478333, 0.9003430604934692, 0.946198582649231, 0.9561598300933838]","[0.9674235582351685, 0.9613461494445801, 1.0144519805908203, 0.9592168927192688, 0.9651186466217041]","[0.7051796913146973, 0.8061408400535583, 0.9654227495193481, 0.8221259713172913, 0.7798261046409607]","[1.124881386756897, 1.0572404861450195, 0.9582244157791138, 1.0985544919967651, 1.0258523225784302]","[0.9691334366798401, 0.9599154591560364, 0.9558086395263672, 0.947091817855835, 0.9617160558700562]","[0.9678164720535278, 0.9590775966644287, 0.9672440886497498, 0.9584057331085205, 0.9592205286026001]","[0.9815506339073181, 0.9600454568862915, 0.9654222726821899, 0.9471676349639893, 0.9632095098495483]","[0.9582282900810242, 0.9582244753837585, 0.9582258462905884, 0.9582249522209167, 0.9582244753837585]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9828349947929382, 0.96224045753479, 0.9679150581359863, 0.9501273036003113, 0.9653883576393127]","[0.9630188941955566, 0.9607703685760498, 0.9615343809127808, 0.9603154063224792, 0.9615046381950378]","[1.05807363986969, 1.0503355264663696, 1.0524269342422485, 1.0455667972564697, 1.051208257675171]","[1.0501577854156494, 1.049833059310913, 1.0498298406600952, 1.0499119758605957, 1.0499988794326782]","[0.9327874183654785, 0.9599335193634033, 0.8573955297470093, 0.9466372728347778, 0.9600673317909241]","[1.0008785724639893, 0.9590447545051575, 1.0607539415359497, 0.9589047431945801, 0.9607252478599548]","[0.9815523028373718, 0.9600468873977661, 0.9654232263565063, 0.9471667408943176, 0.9632095098495483]","[0.9582244157791138, 0.9582244157791138, 0.9582244157791138, 0.9582244157791138, 0.9582244157791138]",batch_normalisation,weight_perturbation,instances
Schizo,92306,12.0,1.0,321.0,3.0,26.75,0.25,107.0,0.3068783068783068,0.0,0.0467754149167754,0.0,0.0919223801777102,1.047886642941868,0.7090564219473687,"[0.97760409116745, 0.9561612010002136, 0.9451940059661865, 0.9559181928634644, 0.9554153084754944]","[0.965330183506012, 0.966763973236084, 0.9620534777641296, 0.9667946696281433, 0.9664366841316223]","[0.7828414440155029, 0.8834611177444458, 0.7949909567832947, 0.8170673847198486, 0.7746874094009399]","[1.0517916679382324, 0.9751149415969849, 0.9833639860153198, 0.9728865027427673, 1.0208697319030762]","[0.9767426252365112, 0.955122709274292, 0.9557082653045654, 0.9562434554100037, 0.9561182260513306]","[0.9680505394935608, 0.9673191905021667, 0.9669361710548401, 0.9667235016822815, 0.9671655893325806]","[0.9828073978424072, 0.9563218951225281, 0.9563230872154236, 0.9563232660293579, 0.9563239216804504]","[0.9668281674385071, 0.9668283462524414, 0.9668290615081787, 0.9668294787406921, 0.9668278694152832]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9837597608566284, 0.9589365720748901, 0.9590214490890503, 0.9590044617652893, 0.9589141011238098]","[0.9703832268714905, 0.9686002731323242, 0.9685422778129578, 0.9684954285621643, 0.9684481024742126]","[1.0583611726760864, 1.0487574338912964, 1.0490280389785767, 1.0490267276763916, 1.0490903854370117]","[1.0530591011047363, 1.053006649017334, 1.0529592037200928, 1.052957534790039, 1.0529751777648926]","[0.9683407545089722, 0.9561306238174438, 0.9544678330421448, 0.9563089609146118, 0.955516517162323]","[0.9632660746574402, 0.966823399066925, 0.9659178256988525, 0.9669337272644043, 0.9663568735122681]","[0.9828172922134399, 0.9563255310058594, 0.9563227891921997, 0.9563227891921997, 0.9563227891921997]","[0.9668293595314026, 0.966842770576477, 0.9668293595314026, 0.9668293595314026, 0.9668293595314026]",batch_normalisation,baseline,instances
Vowel,7352,12.0,1.0,540.0,6.0,45.0,0.5,90.0,1.0,0.4166666666666667,0.2431506854667275,0.0,0.7267365469160583,1.2752607729058458,-0.3859228123674373,"[1.0440129041671753, 1.2119170427322388, 1.2085788249969482, 1.3819595575332642, 1.3970931768417358]","[1.060465693473816, 1.2351797819137573, 1.2393118143081665, 1.3887325525283813, 1.3970947265625]","[1.0436524152755737, 1.0436445474624634, 1.0437026023864746, 1.0436420440673828, 1.0436480045318604]","[1.0459959506988525, 1.0449992418289185, 1.0603933334350586, 1.0538685321807861, 1.075432300567627]","[1.3393815755844116, 1.1897002458572388, 1.448191523551941, 1.4663443565368652, 1.4075331687927246]","[1.3911798000335693, 1.2326351404190063, 1.4683196544647217, 1.498551368713379, 1.4532575607299805]","[1.0571091175079346, 1.0523384809494019, 1.049431562423706, 1.0436482429504395, 1.0552077293395996]","[1.050576090812683, 1.0740123987197876, 1.0711700916290283, 1.0492823123931885, 1.0622453689575195]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.7917630672454834, 1.7917810678482056, 1.7917661666870117, 1.7917097806930542, 1.7917451858520508]","[1.7909629344940186, 1.7902064323425293, 1.7902796268463135, 1.7910172939300537, 1.7911098003387451]","[1.7923028469085693, 1.7925642728805542, 1.7927194833755493, 1.7922271490097046, 1.7921828031539917]","[1.791719913482666, 1.7916781902313232, 1.791684627532959, 1.7917226552963257, 1.7917273044586182]","[1.7917988300323486, 1.7918450832366943, 1.791824221611023, 1.7917959690093994, 1.791792869567871]","[1.0466549396514893, 1.2149088382720947, 1.1967625617980957, 1.3826264142990112, 1.6832261085510254]","[1.055201530456543, 1.227390170097351, 1.216339349746704, 1.3872450590133667, 1.6781147718429565]","[1.878374695777893, 1.895766019821167, 1.8846323490142822, 1.3352851867675781, 1.8759618997573853]","[1.8769253492355347, 1.8769253492355347, 1.8769253492355347, 1.4330500364303589, 1.8769253492355347]",SMOTE,batch_normalisation,classes
Vowel,38203,12.0,1.0,180.0,2.0,15.0,0.1666666666666666,90.0,1.0,0.3333333333333333,0.0835951557809568,0.0,0.2763890521675933,1.0871886626572345,-0.3090237764731762,"[0.3133271336555481, 0.3133404552936554, 0.31332701444625854, 0.3133352994918823, 0.3133290410041809]","[0.3134990334510803, 0.31334200501441956, 0.31332603096961975, 0.31333446502685547, 0.313525527715683]","[0.31330275535583496, 0.3133065700531006, 0.31330999732017517, 0.31330567598342896, 0.31330713629722595]","[0.3133658766746521, 0.31336233019828796, 0.3136419653892517, 0.3133103549480438, 0.3136071562767029]","[0.3133607506752014, 0.3135063052177429, 0.3133491575717926, 0.3134123682975769, 0.31337782740592957]","[0.31343528628349304, 0.3262781500816345, 0.31329917907714844, 0.3134676218032837, 0.31378206610679626]","[0.8436962962150574, 0.7741311192512512, 0.8523827195167542, 0.8002179861068726, 0.7960091829299927]","[0.8132614493370056, 0.8132616281509399, 0.8132534027099609, 0.8132615685462952, 0.8132498264312744]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.31919413805007935, 0.6900797486305237, 0.3191390633583069, 0.3179363012313843, 0.3191258907318115]","[0.32806870341300964, 0.6961331963539124, 0.31964460015296936, 0.3202269971370697, 0.329318642616272]","[0.6920813322067261, 0.6913868188858032, 0.6913868188858032, 0.6929511427879333, 0.6928048133850098]","[0.6942102909088135, 0.6949001550674438, 0.6949000954627991, 0.6933430433273315, 0.6934892535209656]","[0.31332680583000183, 0.3133276402950287, 0.3133251965045929, 0.3133319914340973, 0.3133334517478943]","[0.3133547306060791, 0.3133324086666107, 0.31333762407302856, 0.31333717703819275, 0.316549688577652]","[0.7828269004821777, 0.8523921370506287, 0.7741312980651855, 0.8002182245254517, 0.7960203886032104]","[0.8132618069648743, 0.8132618069648743, 0.8132618069648743, 0.8132618069648743, 0.8132618069648743]",batch_normalisation,baseline,classes
Vowel,27465,12.0,1.0,630.0,7.0,52.5,0.5833333333333334,90.0,1.0,0.4166666666666667,0.2985973878441118,0.0,0.8721251467826385,1.3479668063858794,-0.4569303493954177,"[1.321912169456482, 1.3082702159881592, 1.3084321022033691, 1.2519804239273071, 1.5858392715454102]","[1.3235070705413818, 1.3143314123153687, 1.3135379552841187, 1.2767691612243652, 1.6061972379684448]","[1.327313780784607, 1.3191972970962524, 1.3043560981750488, 1.3015048503875732, 1.2971928119659424]","[1.3198071718215942, 1.329033613204956, 1.3056187629699707, 1.3086488246917725, 1.3167022466659546]","[1.5268080234527588, 1.7574999332427979, 1.8186373710632324, 1.7052654027938843, 1.7995160818099976]","[1.5561388731002808, 1.7910748720169067, 1.8151742219924927, 1.7321102619171143, 1.808826208114624]","[1.1828581094741821, 1.1704542636871338, 1.1654924154281616, 1.167965054512024, 1.1828700304031372]","[1.2125942707061768, 1.2258293628692627, 1.1869914531707764, 1.1875324249267578, 1.1845468282699585]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.945921778678894, 1.9459223747253418, 1.945935845375061, 1.9458943605422974, 1.9459185600280762]","[1.9443601369857788, 1.9447861909866333, 1.9454840421676636, 1.9453753232955933, 1.9441736936569214]","[1.9466239213943481, 1.9464102983474731, 1.9460947513580322, 1.946139931678772, 1.946560263633728]","[1.9458534717559814, 1.9458682537078857, 1.945894479751587, 1.9458903074264526, 1.9458428621292114]","[1.9459667205810547, 1.9459515810012817, 1.9459271430969238, 1.9459301233291626, 1.9459776878356934]","[1.1803089380264282, 1.3120267391204834, 1.365922212600708, 1.397385835647583, 1.439847469329834]","[1.188185453414917, 1.318517804145813, 1.39828622341156, 1.4419015645980835, 1.4741532802581787]","[1.8623617887496948, 2.0289456844329834, 1.7003008127212524, 2.0289456844329834, 2.0391845703125]","[1.8783732652664185, 2.0225651264190674, 1.6997368335723877, 2.0225648880004883, 2.0225648880004883]",SMOTE,layer_normalisation,classes
Vowel,65014,12.0,1.0,720.0,8.0,60.0,0.6666666666666666,90.0,1.0,0.25,0.2748464115599013,0.0,0.7767050886516484,1.316328486502222,-0.3695140709442395,"[1.7734278440475464, 1.6330004930496216, 1.7801837921142578, 1.7682816982269287, 1.506403923034668]","[1.7837584018707275, 1.654123306274414, 1.7915180921554565, 1.796531081199646, 1.5309810638427734]","[2.147921562194824, 1.7747106552124023, 1.7064462900161743, 1.614121437072754, 1.7385926246643066]","[2.1490089893341064, 1.805981993675232, 1.7749383449554443, 1.6715117692947388, 1.7716041803359985]","[1.687381625175476, 1.7716823816299438, 1.7713743448257446, 1.7264050245285034, 1.8106530904769897]","[1.6943628787994385, 1.7846183776855469, 1.7847669124603271, 1.7477854490280151, 1.8357740640640259]","[1.4371017217636108, 1.8024885654449463, 1.6786601543426514, 1.800411581993103, 1.5073305368423462]","[1.4972765445709229, 1.8144444227218628, 1.7575981616973877, 1.7832679748535156, 1.5342336893081665]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.0794332027435303, 2.0794365406036377, 2.079457998275757, 2.079427480697632, 2.0794355869293213]","[2.0788955688476562, 2.0774874687194824, 2.0786571502685547, 2.078179359436035, 2.0783727169036865]","[2.079728364944458, 2.080573320388794, 2.0797436237335205, 2.080193042755127, 2.0800976753234863]","[2.079458475112915, 2.0794150829315186, 2.079435110092163, 2.079434871673584, 2.079428195953369]","[2.079509735107422, 2.0795516967773438, 2.0794737339019775, 2.0795228481292725, 2.079462766647339]","[1.527644157409668, 1.889060616493225, 1.6671849489212036, 1.6417042016983032, 1.6670886278152466]","[1.554925560951233, 1.9296875, 1.6849256753921509, 1.6967483758926392, 1.7201906442642212]","[1.5960350036621094, 2.150364398956299, 2.0106678009033203, 2.156872034072876, 2.152533531188965]","[1.6142008304595947, 2.1490089893341064, 2.0162408351898193, 2.1490089893341064, 2.1490089893341064]",SMOTE,layer_normalisation,classes
Vowel,23584,12.0,1.0,630.0,7.0,52.5,0.5833333333333334,90.0,1.0,0.25,0.2147722042616126,0.0,0.612627849674849,1.2395794938760756,-0.2449712957715064,"[1.4830950498580933, 1.7352052927017212, 1.3021434545516968, 1.6323970556259155, 1.5885248184204102]","[1.5061191320419312, 1.740793228149414, 1.3432492017745972, 1.6555203199386597, 1.6226264238357544]","[1.3195888996124268, 1.3160732984542847, 1.1740598678588867, 1.2140520811080933, 1.170404076576233]","[1.3554567098617554, 1.3615025281906128, 1.2359777688980103, 1.2816450595855713, 1.2551308870315552]","[1.7331645488739014, 1.8082146644592285, 1.9253754615783691, 1.6399271488189697, 1.7877452373504639]","[1.7495876550674438, 1.812822937965393, 1.925471305847168, 1.6861824989318848, 1.8052594661712646]","[1.1777840852737427, 1.1828550100326538, 1.1704554557800293, 1.1754059791564941, 1.1828105449676514]","[1.2055649757385254, 1.2278825044631958, 1.1991031169891357, 1.1960793733596802, 1.2480169534683228]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.945928692817688, 1.945882797241211, 1.9459089040756226, 1.9459145069122314, 1.9459162950515747]","[1.9448753595352173, 1.9452258348464966, 1.9452588558197021, 1.9440090656280518, 1.944488525390625]","[1.9464823007583618, 1.9462889432907104, 1.94625985622406, 1.9469972848892212, 1.9464902877807617]","[1.9458742141723633, 1.9458863735198975, 1.945887565612793, 1.9458413124084473, 1.9458566904067993]","[1.9459476470947266, 1.945934772491455, 1.9459320306777954, 1.945977807044983, 1.9459655284881592]","[1.4656378030776978, 1.5014171600341797, 1.684674620628357, 1.4647095203399658, 1.5576404333114624]","[1.5026789903640747, 1.546385407447815, 1.7340878248214722, 1.4877792596817017, 1.6085039377212524]","[2.0215015411376953, 2.0215015411376953, 2.0115761756896973, 2.0190203189849854, 2.0119569301605225]","[2.0225651264190674, 2.0225651264190674, 2.0225651264190674, 2.0225651264190674, 2.0225651264190674]",SMOTE,layer_normalisation,classes
Vowel,76563,7.0,1.0,990.0,11.0,141.42857142857142,1.5714285714285714,90.0,1.0,0.5714285714285714,0.2863106432590127,0.0,0.779904547159465,1.3315060143819908,0.1964503437363608,"[2.2699551582336426, 2.278986692428589, 2.1399049758911133, 2.2817306518554688, 2.182204484939575]","[2.265939712524414, 2.2928895950317383, 2.1471292972564697, 2.284165143966675, 2.195021390914917]","[1.9707964658737183, 2.033316135406494, 1.8764137029647827, 1.896752953529358, 2.094647169113159]","[2.0381438732147217, 2.1016275882720947, 2.0207972526550293, 1.9504321813583374, 2.1232635974884033]","[2.396238327026367, 2.2765307426452637, 2.3961968421936035, 2.329263687133789, 2.3950681686401367]","[2.397756814956665, 2.287926435470581, 2.397089719772339, 2.3392789363861084, 2.3963310718536377]","[1.5570645332336426, 1.5805891752243042, 1.5760031938552856, 1.566408395767212, 1.5740782022476196]","[1.6448900699615479, 1.6500270366668701, 1.6723357439041138, 1.6567155122756958, 1.6669353246688843]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3979036808013916, 2.397897481918335, 2.3978865146636963, 2.3978917598724365, 2.397897720336914]","[2.396857500076294, 2.397003650665283, 2.3974497318267822, 2.3966851234436035, 2.3972558975219727]","[2.3980977535247803, 2.3980510234832764, 2.3979928493499756, 2.398139715194702, 2.3980154991149902]","[2.397879123687744, 2.3978805541992188, 2.3978888988494873, 2.3978769779205322, 2.3978850841522217]","[2.3979122638702393, 2.397909641265869, 2.3979015350341797, 2.3979134559631348, 2.397905111312866]","[2.2620296478271484, 2.125412702560425, 2.128084421157837, 2.1890087127685547, 2.2966957092285156]","[2.2786152362823486, 2.14046049118042, 2.1769087314605713, 2.2052321434020996, 2.3006255626678467]","[2.446674108505249, 2.446674108505249, 2.3064048290252686, 2.4531350135803223, 2.4484031200408936]","[2.452131509780884, 2.452131509780884, 2.3460679054260254, 2.452131509780884, 2.452131509780884]",SMOTE,layer_normalisation,features
Vowel,42183,7.0,1.0,990.0,11.0,141.42857142857142,1.5714285714285714,90.0,1.0,0.1428571428571428,0.2445750912797926,0.0,0.7800920591647458,1.2770785560870654,0.4006187864435531,"[2.3289122581481934, 2.2564005851745605, 2.214061975479126, 2.3862855434417725, 2.257084846496582]","[2.329446792602539, 2.2794392108917236, 2.2233331203460693, 2.393890619277954, 2.2716057300567627]","[1.8680977821350098, 1.970706582069397, 2.066635847091675, 2.167867660522461, 2.087859630584717]","[1.9301806688308716, 2.017940044403076, 2.0908565521240234, 2.1818196773529053, 2.1373932361602783]","[2.281895875930786, 2.395840644836426, 2.39662504196167, 2.3970344066619873, 2.396451950073242]","[2.290886878967285, 2.3970725536346436, 2.3972787857055664, 2.397862672805786, 2.397404909133911]","[1.5863395929336548, 1.5791561603546143, 1.5943044424057007, 1.5754529237747192, 1.6005439758300781]","[1.6891138553619385, 1.6894372701644897, 1.6968510150909424, 1.7047755718231201, 1.6977622509002686]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3978874683380127, 2.3978984355926514, 2.3979127407073975, 2.3978991508483887, 2.3979015350341797]","[2.396949291229248, 2.397050142288208, 2.3974809646606445, 2.3972115516662598, 2.3974010944366455]","[2.3980815410614014, 2.398052215576172, 2.3979945182800293, 2.398052453994751, 2.397991418838501]","[2.397881269454956, 2.3978817462921143, 2.3978898525238037, 2.397885799407959, 2.397887945175171]","[2.397909641265869, 2.3979084491729736, 2.3979005813598633, 2.397905111312866, 2.3979034423828125]","[2.2256438732147217, 2.1633384227752686, 2.2670726776123047, 2.310636281967163, 2.277060031890869]","[2.2458982467651367, 2.194481134414673, 2.2684757709503174, 2.292177200317383, 2.297607421875]","[2.3660809993743896, 2.448253870010376, 2.4547126293182373, 2.4484033584594727, 2.456289529800415]","[2.3763740062713623, 2.4521312713623047, 2.4521312713623047, 2.4521312713623047, 2.4521312713623047]",SMOTE,layer_normalisation,features
