dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique,subset_type
Obesity Levels,78801,16.0,0.5,1332.0,7.0,83.25,0.4375,190.28571428571428,0.7589285714285714,0.1875,0.2838248102221104,0.0082690022865711,1.2435650612608846,1.3282002232672965,-0.5724188211023359,"[1.3015315532684326, 1.3338230848312378, 1.4405288696289062, 1.2816779613494873, 1.3335422277450562]","[1.3583197593688965, 1.4071762561798096, 1.4911144971847534, 1.334350824356079, 1.378769874572754]","[1.5083087682724, 1.4655091762542725, 1.4283349514007568, 1.170150876045227, 1.6164824962615967]","[1.5811655521392822, 1.4981334209442139, 1.4661002159118652, 1.2377328872680664, 1.6222857236862183]","[1.4054925441741943, 1.3428081274032593, 1.3414528369903564, 1.2712973356246948, 1.3401790857315063]","[1.4292840957641602, 1.3714871406555176, 1.3616893291473389, 1.3292653560638428, 1.3565940856933594]","[1.1712901592254639, 1.1759644746780396, 1.1782530546188354, 1.175977110862732, 1.2527872323989868]","[1.2321220636367798, 1.2536890506744385, 1.2387514114379883, 1.2241606712341309, 1.3240762948989868]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9459203481674194, 1.9459813833236694, 1.9457322359085083, 1.9460124969482422, 1.945995807647705]","[1.94137442111969, 1.9425253868103027, 1.940834879875183, 1.9393367767333984, 1.9420015811920166]","[1.9418447017669678, 1.9419296979904175, 1.9421697854995728, 1.9423521757125854, 1.9426836967468262]","[1.9457591772079468, 1.945799469947815, 1.945737600326538, 1.945673942565918, 1.9457807540893555]","[1.9457805156707764, 1.945783019065857, 1.9457948207855225, 1.9458134174346924, 1.9458098411560059]","[1.3298391103744507, 1.1727932691574097, 1.3583080768585205, 1.1702736616134644, 1.1709215641021729]","[1.3675843477249146, 1.2226793766021729, 1.4267911911010742, 1.2327141761779785, 1.2204984426498413]","[1.9952343702316284, 1.7223209142684937, 2.0245771408081055, 2.0198822021484375, 1.9987555742263794]","[1.9968829154968262, 1.7298288345336914, 2.0268454551696777, 2.0268454551696777, 2.0081188678741455]",SMOTE,layer_normalisation,instances
Obesity Levels,13237,16.0,0.5,1933.0,7.0,120.8125,0.4375,276.1428571428572,0.76,0.1875,0.2847845119717449,0.0072719347000055,1.2589523564053762,1.3294755111955778,-0.5738457523424221,"[1.4429441690444946, 1.688295602798462, 1.614336609840393, 1.6222310066223145, 1.33116614818573]","[1.4868557453155518, 1.679233193397522, 1.6258305311203003, 1.6449344158172607, 1.368725061416626]","[1.4496444463729858, 1.4688136577606201, 1.7983895540237427, 1.455615520477295, 1.330371379852295]","[1.5040371417999268, 1.5317518711090088, 1.795843243598938, 1.496137022972107, 1.3856725692749023]","[1.233351230621338, 1.3187888860702515, 1.331066370010376, 1.2185852527618408, 1.2248189449310303]","[1.297776460647583, 1.3337557315826416, 1.3634765148162842, 1.2550233602523804, 1.2529528141021729]","[1.1686738729476929, 1.1686710119247437, 1.172713041305542, 1.1711084842681885, 1.1670578718185425]","[1.2384690046310425, 1.2275034189224243, 1.2155519723892212, 1.2189875841140747, 1.2247397899627686]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.945849061012268, 1.9462840557098389, 1.9459221363067627, 1.945979356765747, 1.946083903312683]","[1.3228728771209717, 1.487659215927124, 1.6336190700531006, 1.6279407739639282, 1.4717788696289062]","[1.3256502151489258, 1.5022231340408325, 1.6383634805679321, 1.6222586631774902, 1.4689921140670776]","[1.9458075761795044, 1.9457722902297974, 1.9457075595855713, 1.945820689201355, 1.945731282234192]","[1.9457926750183105, 1.9457861185073853, 1.9458060264587402, 1.9457920789718628, 1.9457944631576538]","[1.4801801443099976, 1.3230997323989868, 1.4538049697875977, 1.32146418094635, 1.3311785459518433]","[1.5255193710327148, 1.3717511892318726, 1.488234281539917, 1.3777391910552979, 1.3677985668182373]","[2.028691053390503, 2.0215256214141846, 2.0102078914642334, 2.022334337234497, 1.9548944234848022]","[2.0336391925811768, 2.023303270339966, 2.010383367538452, 2.023303270339966, 1.980150580406189]",SMOTE,layer_normalisation,instances
Schizo,53575,7.0,1.0,340.0,3.0,48.57142857142857,0.4285714285714285,113.33333333333331,0.31,0.0,0.0420780309632233,0.0333115166664321,0.0518392775765019,1.0429758599865673,2.259973934838728,"[0.9353687167167664, 0.9655538201332092, 0.9504386186599731, 0.9720672965049744, 0.9533593058586121]","[0.9512223601341248, 0.9628592133522034, 0.9627273678779602, 0.962393581867218, 0.9615219235420227]","[0.8717001676559448, 0.9442542195320129, 0.910579264163971, 0.9096801280975342, 0.8589089512825012]","[0.967620313167572, 0.9612210392951965, 0.9584382176399231, 0.9727455377578735, 0.9559484124183655]","[0.9677174687385559, 0.9661516547203064, 0.9504073262214661, 0.9729154109954834, 0.9548823833465576]","[0.9616231322288513, 0.9622979760169983, 0.96250981092453, 0.9630311131477356, 0.9617019891738892]","[0.9707953929901123, 0.966191291809082, 0.9505284428596497, 0.9734532237052917, 0.9551160335540771]","[0.963208794593811, 0.9632095098495483, 0.96321040391922, 0.9632068872451782, 0.9632101655006409]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9729288220405579, 0.9686283469200134, 0.9534801840782166, 0.9753526449203491, 0.9579755663871765]","[0.9661129117012024, 0.965975821018219, 0.9649544954299927, 0.9664049744606018, 0.9652586579322815]","[1.054389476776123, 1.0525665283203125, 1.0469151735305786, 1.055161952972412, 1.0485601425170898]","[1.0515345335006714, 1.051453709602356, 1.0516470670700073, 1.0515097379684448, 1.0515190362930298]","[0.9329097270965576, 0.9652522802352905, 0.9504274725914001, 0.9718695878982544, 0.9550402760505676]","[0.9446070194244385, 0.9623770117759705, 0.9627666473388672, 0.9623153805732727, 0.9629186987876892]","[0.9707996249198914, 0.966178297996521, 0.9505272507667542, 0.9734630584716797, 0.955114483833313]","[0.9632095098495483, 0.9632179141044617, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483]",batch_normalisation,weight_normalisation,features
Schizo,71994,9.0,1.0,340.0,3.0,37.77777777777778,0.3333333333333333,113.33333333333331,0.31,0.0,0.0427307967122699,0.0,0.0852668216470873,1.0436569011610424,1.496801846457383,"[0.9424885511398315, 0.9382140040397644, 0.9709303379058838, 0.9756001830101013, 0.9493841528892517]","[0.9631430506706238, 0.9633107781410217, 0.9996725916862488, 0.9647055268287659, 0.9637988805770874]","[0.8836266994476318, 0.9044219255447388, 0.7546068429946899, 0.8397059440612793, 0.8163185119628906]","[0.9923721551895142, 0.9775673151016235, 1.055669903755188, 1.0768650770187378, 1.0115385055541992]","[0.9432600736618042, 0.9385579228401184, 1.0010184049606323, 0.9779431819915771, 0.9496198892593384]","[0.9629783630371094, 0.9629536867141724, 0.9658059477806091, 0.9645459651947021, 0.9630153775215149]","[0.9431502223014832, 0.9385421872138977, 1.0055601596832275, 0.978050172328949, 0.9505288004875183]","[0.9632095098495483, 0.9632096290588379, 0.9632096886634827, 0.9632099270820618, 0.9632098078727722]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.946587324142456, 0.9418697953224182, 1.0038583278656006, 0.979582667350769, 0.9537925124168396]","[0.9649490118026733, 0.9646808505058289, 0.9703178405761719, 0.9667173027992249, 0.9652662873268127]","[1.0438785552978516, 1.0423067808151245, 1.0658278465270996, 1.0568066835403442, 1.0468568801879883]","[1.0517586469650269, 1.0520485639572144, 1.0526574850082397, 1.051586627960205, 1.051605224609375]","[0.9429887533187866, 0.93808913230896, 0.9331746101379395, 0.9731053113937378, 0.9482052326202393]","[0.9633427858352661, 0.963281512260437, 1.041825294494629, 0.9655190706253052, 0.9638020992279053]","[0.9431498050689697, 0.9385415315628052, 1.0055731534957886, 0.978050172328949, 0.9505273103713989]","[0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483]",batch_normalisation,weight_perturbation,features
Schizo,79806,6.0,1.0,340.0,3.0,56.66666666666666,0.5,113.33333333333331,0.31,0.0,0.045092078362673,0.0257202218560121,0.0901117605018977,1.046124180875838,2.549082322409926,"[0.9559067487716675, 0.9376823902130127, 0.9658821225166321, 0.9707612991333008, 0.9681606292724609]","[0.9622609615325928, 0.9627812504768372, 0.958031177520752, 0.9622066617012024, 0.962839663028717]","[0.893714427947998, 0.9029924869537354, 0.8535906076431274, 0.8450266122817993, 0.947673499584198]","[0.9613775610923767, 0.9574829339981079, 1.0131959915161133, 0.9861610531806946, 0.9565516114234924]","[0.9563971161842346, 0.9388277530670166, 0.977452278137207, 0.9724570512771606, 0.9684852361679077]","[0.9624229669570923, 0.9636495113372803, 0.9641516208648682, 0.9635943174362183, 0.9641726016998291]","[0.956972599029541, 0.9385420680046082, 0.9780501127243042, 0.9734438061714172, 0.9688750505447388]","[0.9632079005241394, 0.9632096886634827, 0.9632096886634827, 0.9631988406181335, 0.9632091522216797]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9597875475883484, 0.9415854811668396, 0.979742705821991, 0.9753536581993103, 0.970867931842804]","[0.9653802514076233, 0.9644978642463684, 0.9668195247650146, 0.9663061499595642, 0.965737521648407]","[1.0491832494735718, 1.0419336557388306, 1.0570274591445923, 1.0552425384521484, 1.0536457300186157]","[1.051486611366272, 1.051906704902649, 1.051823377609253, 1.0515204668045044, 1.0514880418777466]","[0.954103410243988, 0.9377871751785278, 0.9602596163749695, 0.9693892002105713, 0.9683696031570435]","[0.9605176448822021, 0.9624083042144775, 0.9543209075927734, 0.9612641334533691, 0.9629818201065063]","[0.9569746851921082, 0.9385415315628052, 0.978050172328949, 0.9734630584716797, 0.9688758850097656]","[0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483]",batch_normalisation,weight_normalisation,features
Schizo,48843,9.0,1.0,340.0,3.0,37.77777777777778,0.3333333333333333,113.33333333333331,0.31,0.0,0.0323129364171396,0.0056362635744202,0.0561233561447978,1.032840668195944,2.301783866204099,"[0.9432623386383057, 0.973051130771637, 0.9457833170890808, 0.9726099967956543, 0.9770835041999817]","[0.9630104303359985, 0.9630203247070312, 0.9629155397415161, 0.9632675051689148, 0.9638810157775879]","[0.942017138004303, 0.8046474456787109, 0.9393023252487183, 0.9024309515953064, 0.9779963493347168]","[0.9618126153945923, 0.9819167852401733, 0.9630841612815857, 0.9950608611106873, 0.9632068872451782]","[0.9430850744247437, 0.974302351474762, 0.9458597898483276, 0.9732255339622498, 0.9768134355545044]","[0.9629756808280945, 0.9609712958335876, 0.9626107811927795, 0.9630122780799866, 0.9647500514984131]","[0.9431501030921936, 0.9754049181938171, 0.9459418654441833, 0.9734633564949036, 0.9780474305152893]","[0.9632096290588379, 0.963210940361023, 0.9632110595703125, 0.9632121920585632, 0.9632087349891663]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9460909366607666, 0.976971447467804, 0.9486158490180969, 0.9756277799606323, 0.9794459342956543]","[0.9646010994911194, 0.9665094017982483, 0.9645646214485168, 0.9665656685829163, 0.9668607115745544]","[1.0440096855163574, 1.0557459592819214, 1.0451691150665283, 1.0553933382034302, 1.0566147565841675]","[1.051781177520752, 1.051544189453125, 1.0517654418945312, 1.0516390800476074, 1.051601767539978]","[0.9429947137832642, 0.9701176881790161, 0.9458970427513123, 0.9727573990821838, 0.9762516617774963]","[0.9627030491828918, 0.9622469544410706, 0.9629940986633301, 0.9633880257606506, 0.9637124538421631]","[0.9431498050689697, 0.9754078984260559, 0.9459401965141296, 0.9734630584716797, 0.978050172328949]","[0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483]",batch_normalisation,dropout,features
Schizo,16830,6.0,1.0,340.0,3.0,56.66666666666666,0.5,113.33333333333331,0.31,0.0,0.0321711939857551,0.0,0.0554028165212483,1.032694281223269,3.9744966962850943,"[0.9566741585731506, 0.9522650837898254, 0.9707334637641907, 0.9550656676292419, 0.9634499549865723]","[0.9634078741073608, 0.9631050229072571, 0.9655016660690308, 0.963219165802002, 0.963196337223053]","[0.9366574883460999, 0.9293540120124817, 0.872183084487915, 0.9530050158500671, 0.887989342212677]","[0.9700677394866943, 0.9568650722503662, 1.0366556644439697, 0.9639522433280945, 1.0072450637817383]","[0.9568623304367065, 0.9526645541191101, 0.9840115308761597, 0.9553173780441284, 0.9638120532035828]","[0.9630663394927979, 0.96269291639328, 0.963891863822937, 0.9641573429107666, 0.963873028755188]","[0.9569658637046814, 0.9523670077323914, 0.9872220754623413, 0.9551147818565369, 0.9642891883850098]","[0.9631998538970947, 0.9632092714309692, 0.9632100462913513, 0.9632096886634827, 0.9632115364074707]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9592112302780151, 0.9550734758377075, 0.9879860281944275, 0.9579329490661621, 0.9669166803359985]","[0.9649158120155334, 0.9649090766906738, 0.9678292870521545, 0.9652460813522339, 0.965874195098877]","[1.0490937232971191, 1.0476078987121582, 1.0599275827407837, 1.0484883785247803, 1.0521005392074585]","[1.0514843463897705, 1.0516064167022705, 1.0518213510513306, 1.0515060424804688, 1.0515835285186768]","[0.9556138515472412, 0.9520127177238464, 0.9771218299865723, 0.955119252204895, 0.9628205299377441]","[0.9632279872894287, 0.9631125330924988, 0.9639522433280945, 0.9633893370628357, 0.9627118110656738]","[0.9569746851921082, 0.9523664116859436, 0.9872245192527771, 0.9551144242286682, 0.9642887115478516]","[0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483]",batch_normalisation,layer_normalisation,features
Schizo,47216,11.0,1.0,340.0,3.0,30.90909090909091,0.2727272727272727,113.33333333333331,0.31,0.0,0.0346538287249709,0.0150290226893552,0.0662561533603922,1.0352612690489351,1.5189738951733565,"[0.9434567093849182, 0.9699906706809998, 0.9632390141487122, 0.9816466569900513, 0.9553419351577759]","[0.963114321231842, 0.9621368050575256, 0.9619219303131104, 0.9635701775550842, 0.9630129337310791]","[0.9397261142730713, 0.909186840057373, 0.9761263728141785, 0.9183260798454285, 0.9515780806541443]","[0.9576199650764465, 0.9477295875549316, 0.9672204256057739, 0.9639020562171936, 0.95737224817276]","[0.9435957074165344, 0.9708812832832336, 0.9643698334693909, 0.9816360473632812, 0.9551185369491577]","[0.9630385041236877, 0.962572455406189, 0.963612973690033, 0.9638392329216003, 0.9639630317687988]","[0.9431501030921936, 0.9707977771759033, 0.9642889499664307, 0.9826345443725586, 0.9551147818565369]","[0.9632093906402588, 0.9632090330123901, 0.9632095098495483, 0.9632092714309692, 0.9632098078727722]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9463114142417908, 0.9729970097541809, 0.9665907621383667, 0.9834757447242737, 0.9575871229171753]","[0.9647660255432129, 0.9663105010986328, 0.965539276599884, 0.9667860865592957, 0.9649642705917358]","[1.0439478158950806, 1.054261326789856, 1.0519577264785767, 1.0583382844924927, 1.048704743385315]","[1.0517604351043701, 1.0514858961105347, 1.0514655113220215, 1.0516880750656128, 1.0516459941864014]","[0.9434344172477722, 0.9699589610099792, 0.9634036421775818, 0.9804790616035461, 0.9552869200706482]","[0.9631427526473999, 0.9620233178138733, 0.9619044065475464, 0.9621418118476868, 0.9628908634185791]","[0.9431498050689697, 0.9707996249198914, 0.9642887115478516, 0.982637345790863, 0.9551144242286682]","[0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483]",batch_normalisation,batch_normalisation,features
Schizo,20443,6.0,1.0,340.0,3.0,56.66666666666666,0.5,113.33333333333331,0.31,0.0,0.0525398981154719,0.0,0.0901117605018977,1.053944611643499,2.045980368023565,"[0.9738959670066833, 0.9570862650871277, 0.9507582783699036, 0.9670736193656921, 0.9595820307731628]","[0.96021968126297, 0.9631161689758301, 0.9632705450057983, 0.9614064693450928, 0.9628751277923584]","[0.9022083282470703, 0.9482378363609314, 0.9427230358123779, 0.8632317781448364, 0.9298006296157837]","[1.0030494928359985, 0.9591977596282959, 0.9582904577255249, 0.9829519987106323, 0.9540316462516785]","[0.9770346283912659, 0.9572761058807373, 0.9504920244216919, 0.9688391089439392, 0.959673285484314]","[0.9628851413726807, 0.9627862572669983, 0.9622112512588501, 0.9626453518867493, 0.9626927971839905]","[0.9800121784210205, 0.9569764137268066, 0.9505273103713989, 0.9688760042190552, 0.9597018957138062]","[0.963208794593811, 0.9632082581520081, 0.9632091522216797, 0.9632099270820618, 0.9632096886634827]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9814491868019104, 0.9599675536155701, 0.9533308148384094, 0.9709756374359131, 0.9621663689613342]","[0.9668551087379456, 0.9655335545539856, 0.9648938179016113, 0.9658535122871399, 0.96529221534729]","[1.0575584173202515, 1.0493680238723755, 1.0467149019241333, 1.053646445274353, 1.0502372980117798]","[1.0516424179077148, 1.0515704154968262, 1.0515753030776978, 1.0514887571334839, 1.0514707565307617]","[0.9722700715065002, 0.957100510597229, 0.9503980875015259, 0.9653311371803284, 0.9595078229904175]","[0.9591995477676392, 0.9631457924842834, 0.9627968072891235, 0.9596611261367798, 0.9627454280853271]","[0.9800161719322205, 0.9569746851921082, 0.9505272507667542, 0.9688758850097656, 0.9597015380859375]","[0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483]",batch_normalisation,weight_normalisation,features
Schizo,62446,12.0,1.0,112.0,3.0,9.333333333333334,0.25,37.333333333333336,0.303030303030303,0.0,0.0900488694828229,0.0,0.2886335196720604,1.0942277567431624,-0.1131675142585662,"[0.6632673144340515, 0.6082496643066406, 0.9153695702552795, 0.6226527094841003, 0.6734049916267395]","[0.9821628332138062, 1.0367910861968994, 0.9420189261436462, 1.0254682302474976, 1.0023406744003296]","[0.6489624381065369, 0.5797646641731262, 0.6363750696182251, 0.6220710277557373, 0.968109130859375]","[0.9455917477607727, 1.0109431743621826, 0.9796262383460999, 1.0296164751052856, 0.9427498579025269]","[0.7506790161132812, 0.7517445087432861, 0.9177301526069641, 0.7925405502319336, 0.9255077838897705]","[1.0146640539169312, 0.9782997965812683, 0.9422272443771362, 1.0010920763015747, 0.9316999316215515]","[1.0021488666534424, 0.973924994468689, 0.9176421761512756, 0.973979651927948, 0.9681070446968079]","[0.9427491426467896, 0.9427461624145508, 0.9427492618560791, 0.9427503943443298, 0.9427523612976074]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.0013560056686401, 0.9759014248847961, 0.9208193421363831, 0.9746452569961548, 0.9684984683990479]","[0.9534220099449158, 0.9490686058998108, 0.9446364641189575, 0.9501444697380066, 0.949906587600708]","[1.0649328231811523, 1.0555367469787598, 1.0337615013122559, 1.0545127391815186, 1.0518933534622192]","[1.0461692810058594, 1.044863224029541, 1.0444587469100952, 1.0449817180633545, 1.0451605319976807]","[0.6489462852478027, 0.5801413059234619, 0.908552348613739, 0.6241689324378967, 0.746044933795929]","[0.9571123719215393, 1.0097126960754395, 0.9405765533447266, 1.0260578393936157, 0.9821147322654724]","[1.002148985862732, 0.9739800095558167, 0.9176419377326965, 0.9739800095558167, 0.9681114554405212]","[0.9427492022514343, 0.9427492022514343, 0.9427492022514343, 0.9427492022514343, 0.9427492022514343]",batch_normalisation,weight_perturbation,instances
Schizo,46917,12.0,1.0,138.0,3.0,11.5,0.25,46.0,0.3086419753086419,0.0,0.0235493262607176,0.0,0.0945244607500155,1.0238288011474967,2.401104063853332,"[0.9676686525344849, 0.9492318034172058, 0.9460989832878113, 0.9339881539344788, 0.8626662492752075]","[0.9802871942520142, 0.9797847270965576, 0.9795931577682495, 0.9793515801429749, 1.050315260887146]","[0.648236870765686, 0.7190203666687012, 0.6023598909378052, 0.6214138269424438, 0.6201612949371338]","[1.0396584272384644, 1.0495657920837402, 1.0939738750457764, 1.0717270374298096, 1.1142204999923706]","[0.9721511602401733, 0.9488045573234558, 0.9481458067893982, 0.9490426182746887, 0.9800701141357422]","[0.9801522493362427, 0.9792609214782715, 0.9818469882011414, 0.9799572229385376, 0.9799535274505615]","[0.9718983769416809, 0.9491710662841797, 0.9491721987724304, 0.94917231798172, 0.9832612872123718]","[0.9800152778625488, 0.9800160527229309, 0.9800156354904175, 0.9800162315368652, 0.9800152778625488]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9740667343139648, 0.9517781138420105, 0.9521729350090027, 0.9519691467285156, 0.9841012358665466]","[0.9811358451843262, 0.9800887703895569, 0.980263352394104, 0.980165958404541, 0.98099684715271]","[1.0548592805862427, 1.0462199449539185, 1.0462250709533691, 1.0462262630462646, 1.0586369037628174]","[1.0576318502426147, 1.0579502582550049, 1.0579582452774048, 1.0579599142074585, 1.0573216676712036]","[0.9610955119132996, 0.9488393068313599, 0.931240439414978, 0.9463568925857544, 0.8333932757377625]","[0.982011079788208, 0.9797772169113159, 0.9842814207077026, 0.9799182415008545, 1.0224357843399048]","[0.9718993902206421, 0.9491721391677856, 0.9491721391677856, 0.9491721391677856, 0.9832630157470703]","[0.9800162315368652, 0.9800162315368652, 0.9800162315368652, 0.9800162315368652, 0.9800162315368652]",batch_normalisation,layer_normalisation,instances
Schizo,28103,12.0,1.0,166.0,3.0,13.833333333333334,0.25,55.333333333333336,0.3061224489795918,0.0,0.055385095049974,0.0,0.1125986771732783,1.056947561587894,0.4411595245250164,"[0.9573821425437927, 0.7872909307479858, 0.8596217632293701, 0.9458136558532715, 0.9368361234664917]","[0.9597570896148682, 0.9253528118133545, 0.9646753668785095, 0.9610736966133118, 0.9612953066825867]","[0.6979918479919434, 0.7544261813163757, 0.9854062795639038, 0.9049435257911682, 0.938237190246582]","[0.9447954893112183, 0.9833193421363831, 0.9632096290588379, 0.9687365293502808, 0.9632095098495483]","[0.9555530548095703, 0.8956162333488464, 0.982875645160675, 0.9478696584701538, 0.9374521970748901]","[0.9589187502861023, 0.9641891121864319, 0.9620168209075928, 0.9636948704719543, 0.9633352756500244]","[0.9609689116477966, 0.9704909324645996, 0.9854069948196411, 0.9476717710494995, 0.9382374286651611]","[0.9632099270820618, 0.9632086157798767, 0.9632095098495483, 0.9632099270820618, 0.9632093906402588]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.963426411151886, 0.9723320603370667, 0.986290693283081, 0.9507817029953003, 0.9414224624633789]","[0.9653941988945007, 0.965907633304596, 0.9672074913978577, 0.964957058429718, 0.9645388126373291]","[1.0509029626846313, 1.0540924072265625, 1.059420108795166, 1.0456470251083374, 1.0418946743011475]","[1.0516564846038818, 1.0514789819717407, 1.0517895221710205, 1.051632046699524, 1.0519168376922607]","[0.9565011262893677, 0.9704912900924683, 0.9141367673873901, 0.9442009329795837, 0.9149631857872009]","[0.9595507383346558, 0.9632095098495483, 0.9887367486953735, 0.9600775241851807, 0.9456502199172974]","[0.9609686136245728, 0.970492422580719, 0.9854070544242859, 0.9476712346076965, 0.9382372498512268]","[0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483, 0.9632095098495483]",batch_normalisation,baseline,instances
Schizo,49340,12.0,1.0,211.0,3.0,17.583333333333332,0.25,70.33333333333333,0.314516129032258,0.0,0.0477285200713858,0.0,0.0887479913540389,1.0488858652090085,0.6783858297706972,"[0.9390068054199219, 0.9540061354637146, 0.837729811668396, 0.9580334424972534, 0.9512096047401428]","[0.9689478278160095, 0.9690223336219788, 1.0333455801010132, 0.9691758155822754, 0.9693843126296997]","[0.7603947520256042, 0.8496994972229004, 0.7462262511253357, 0.739692747592926, 0.826589047908783]","[0.9899742603302002, 0.9592247605323792, 1.0035301446914673, 1.0011078119277954, 0.9639880061149597]","[0.9391475915908813, 0.954725444316864, 0.9983012676239014, 0.9588292837142944, 0.9516255259513855]","[0.9688221216201782, 0.969154953956604, 0.9647836685180664, 0.9682319760322571, 0.9700151681900024]","[0.9395061135292053, 0.9544299840927124, 1.0066685676574707, 0.9588524699211121, 0.9514450430870056]","[0.9700462222099304, 0.9700493216514587, 0.9700493812561035, 0.9700493216514587, 0.9700493216514587]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9427268505096436, 0.9570704102516174, 1.0046359300613403, 0.9614289402961731, 0.9542295932769775]","[0.9710243344306946, 0.9712914824485779, 0.9759997129440308, 0.9716067314147949, 0.971247136592865]","[1.0426498651504517, 1.0484013557434082, 1.066146969795227, 1.0497674942016602, 1.0472735166549683]","[1.0547329187393188, 1.0542352199554443, 1.0549535751342773, 1.0541431903839111, 1.0543102025985718]","[0.9389017224311829, 0.9535079002380371, 0.8434554934501648, 0.9584219455718994, 0.9512141346931458]","[0.968596875667572, 0.9684745669364929, 0.9560472369194031, 0.9695397019386292, 0.9694052338600159]","[0.9395044445991516, 0.9544298052787781, 1.0066686868667603, 0.9588521122932434, 0.951444685459137]","[0.9700495004653931, 0.9700493812561035, 0.9700493812561035, 0.9700493812561035, 0.9700493812561035]",batch_normalisation,weight_normalisation,instances
Schizo,91267,12.0,1.0,231.0,3.0,19.25,0.25,77.0,0.3088235294117647,0.0,0.046033821548907,0.0,0.0873123036908769,1.047109825234216,0.7371460572377703,"[0.9450539350509644, 0.9227882027626038, 0.9448233842849731, 0.8657309412956238, 0.9434924125671387]","[0.9562174081802368, 0.976635217666626, 0.9561226963996887, 0.978816568851471, 0.9559966921806335]","[0.9454764723777771, 0.7357813715934753, 0.7427023649215698, 0.7129849791526794, 0.833499014377594]","[0.9539612531661987, 1.054975986480713, 1.0360300540924072, 1.041492223739624, 0.9854315519332886]","[0.9462689161300659, 0.9922013878822327, 0.946151077747345, 0.9515573978424072, 0.9434941411018372]","[0.9566132426261902, 0.9594401717185974, 0.9565693736076355, 0.9824286699295044, 0.9560157060623169]","[0.946003794670105, 0.9936031103134155, 0.9460027813911438, 0.9936214089393616, 0.9433375597000122]","[0.9557006359100342, 0.9557002782821655, 0.9557005167007446, 0.955700159072876, 0.9557011127471924]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9492114782333374, 0.9933791160583496, 0.9490097761154175, 0.9929500222206116, 0.9465289115905762]","[0.9580429196357727, 0.9622232913970947, 0.9578750729560852, 0.9623459577560425, 0.9579160809516907]","[1.0451289415359497, 1.0619242191314697, 1.0451973676681519, 1.0617506504058838, 1.0442028045654297]","[1.0487608909606934, 1.0495669841766357, 1.0488234758377075, 1.0496070384979248, 1.0489615201950073]","[0.9441066384315491, 0.9423004984855652, 0.9418392777442932, 0.8860017657279968, 0.9432721734046936]","[0.9562749266624451, 0.9699199199676514, 0.956951379776001, 0.9507121443748474, 0.9560134410858154]","[0.9460025429725647, 0.9936215877532959, 0.9460025429725647, 1.2929413318634033, 0.9433367252349854]","[0.955700159072876, 0.955700159072876, 0.955700159072876, 1.3174021244049072, 0.955700159072876]",batch_normalisation,layer_normalisation,instances
