dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,SMOTE_testing_loss,layer_normalisation_testing_loss,batch_normalisation_testing_loss,weight_decay_testing_loss,baseline_testing_loss,dropout_testing_loss,prune_testing_loss,weight_normalisation_testing_loss,weight_perturbation_testing_loss
Salaries 2023,10.0,0.3,1350.0,4.0,135.0,0.4,337.5,0.0615763546798029,0.2,0.1353057064968066,0.0,0.6111684195842522,1.1448867301697547,-0.2513389276866109,5,3,1,2,2,2,4,3,3
Salaries 2023,10.0,0.3,1761.0,4.0,176.1,0.4,440.25,0.0613786591123701,0.2,0.1434214054404037,0.0138809815008499,0.6114820486735546,1.154216092136717,-0.2937771636970666,6,5,1,2,3,4,3,4,3
Salaries 2023,10.0,0.3,2325.0,4.0,232.5,0.4,581.25,0.0615164520743919,0.2,0.1296172583807603,0.0,0.5846095378652925,1.138392589708649,-0.218379158982902,6,5,1,2,2,3,3,2,4
Schizo,10.0,1.0,340.0,3.0,34.0,0.3,113.33333333333331,0.31,0.0,0.0376309177964198,0.0,0.0564402471323077,1.0383479264062894,1.551659766527055,-1,1,1,2,2,1,2,2,1
Schizo,10.0,1.0,340.0,3.0,34.0,0.3,113.33333333333331,0.31,0.0,0.0410056586026455,0.0,0.0805269789540299,1.0418580009892402,1.3416597169937063,-1,2,2,1,1,2,2,1,2
Schizo,6.0,1.0,340.0,3.0,56.66666666666666,0.5,113.33333333333331,0.31,0.0,0.0302156500841981,0.0,0.0628425970325363,1.0306767755228716,4.296443986865588,-1,1,1,1,2,2,1,3,2
Schizo,11.0,1.0,340.0,3.0,30.90909090909091,0.2727272727272727,113.33333333333331,0.31,0.0,0.0315284877218712,0.0093697916798229,0.0560646416870869,1.0320307753825693,1.768673546795459,-1,1,2,4,3,3,3,4,3
Schizo,10.0,1.0,340.0,3.0,34.0,0.3,113.33333333333331,0.31,0.0,0.0416298707796394,0.0,0.0805269789540299,1.0425085444576103,1.306548089636976,-1,1,2,2,1,1,2,1,3
Schizo,6.0,1.0,340.0,3.0,56.66666666666666,0.5,113.33333333333331,0.31,0.0,0.0386509680323264,0.0044760601111164,0.0836204339190254,1.039407633839096,3.1405301430959534,-1,1,2,1,3,2,3,3,2
Schizo,11.0,1.0,340.0,3.0,30.90909090909091,0.2727272727272727,113.33333333333331,0.31,0.0,0.0291872497175924,0.0110552650558426,0.0546615123444986,1.0296173719879331,1.990761060758519,-1,3,4,4,2,4,4,1,3
Schizo,12.0,1.0,115.0,3.0,9.583333333333334,0.25,38.333333333333336,0.3088235294117647,0.0,0.0460988955145594,0.0,0.1254439006946521,1.0471779670401224,0.7306081204137159,-1,2,2,3,2,2,1,4,1
Schizo,12.0,1.0,159.0,3.0,13.25,0.25,53.0,0.3085106382978723,0.0,0.037048967185431,0.0,0.1169341255811633,1.0377438349888315,1.1534732856051175,-1,1,2,3,2,3,3,3,1
Schizo,12.0,1.0,165.0,3.0,13.75,0.25,55.0,0.3092783505154639,0.0,0.0540177851171054,0.0024984081031369,0.1050477273650771,1.0555033742392637,0.4816467196377988,-1,2,1,1,3,1,4,3,3
Schizo,12.0,1.0,201.0,3.0,16.75,0.25,67.0,0.3135593220338983,0.0,0.056042885664386,0.0033467137073412,0.1165469629479953,1.0576430404885016,0.4300085393353675,-1,1,2,2,2,1,2,2,2
Schizo,12.0,1.0,233.0,3.0,19.416666666666668,0.25,77.66666666666667,0.3138686131386861,0.0,0.0522625132647354,0.0,0.0949263120168537,1.0536523039174557,0.532222302896246,-1,1,2,3,3,2,2,2,3
Schizo,12.0,1.0,251.0,3.0,20.916666666666668,0.25,83.66666666666667,0.3108108108108108,0.0,0.0310448446161881,0.0,0.0837132154402873,1.0315317614952428,1.574456023403432,-1,2,3,1,3,4,1,4,2
Schizo,12.0,1.0,300.0,3.0,25.0,0.25,100.0,0.3125,0.0,0.038415034681578,0.0153863765568524,0.0911902586603674,1.0391624318400527,1.086660482290677,-1,1,2,3,2,2,3,4,2
Schizo,12.0,1.0,306.0,3.0,25.5,0.25,102.0,0.3111111111111111,0.0,0.0451375510463019,0.0,0.0978926541101301,1.0461717520313374,0.7730265852697816,-1,1,2,2,2,1,4,3,3
Segmentation,18.0,0.8888888888888888,1788.0,6.0,99.33333333333331,0.3333333333333333,298.0,0.9733333333333334,0.6111111111111112,0.7361632403856496,0.0151988365663175,1.2536262235176283,2.087909320891752,-0.8647860022226618,5,1,2,3,4,3,3,3,3
Segmentation,18.0,0.8888888888888888,1486.0,5.0,82.55555555555556,0.2777777777777778,297.2,0.9733333333333334,0.5555555555555556,0.6923280247483333,0.0153064699687128,1.161918357798247,1.998362359209835,-0.8708549044120008,4,1,1,3,2,2,1,1,2
Segmentation,18.0,0.8888888888888888,600.0,2.0,33.333333333333336,0.1111111111111111,300.0,1.0,0.3888888888888889,0.3428485199757599,0.0,0.6939812083367602,1.408955317174952,-0.8876816598172939,-1,3,2,4,1,1,1,1,1
Segmentation,18.0,0.8888888888888888,589.0,2.0,32.72222222222222,0.1111111111111111,294.5,0.9831649831649832,0.3333333333333333,0.4447414817014882,0.0110472548009796,0.6939607659973418,1.560086832703017,-0.913418971421624,-1,4,1,5,1,1,2,3,2
Segmentation,18.0,0.8888888888888888,898.0,3.0,49.888888888888886,0.1666666666666666,299.3333333333333,0.9933333333333332,0.3888888888888889,0.4528361862727637,0.0037409271688805,0.8828351332976381,1.5727665246639997,-0.865218942058527,-1,3,2,1,2,2,3,1,3
Segmentation,16.0,0.875,2086.0,7.0,130.375,0.4375,298.0,0.9733333333333334,0.8125,0.7273089203169896,0.0177633836163828,1.1917034905551454,2.0695039074480364,-0.8327851392544315,4,1,3,2,2,3,3,2,3
Segmentation,14.0,0.9285714285714286,2086.0,7.0,149.0,0.5,298.0,0.9733333333333334,0.7857142857142857,0.7274593523670051,0.0188272685682096,1.115075651025561,2.0698152505807546,-0.8089368203238948,4,2,3,2,2,3,1,1,3
Segmentation,9.0,0.8888888888888888,2086.0,7.0,231.77777777777777,0.7777777777777778,298.0,0.9733333333333334,0.7777777777777778,0.641577995028997,0.0188272685682096,1.119328740381076,1.8994758791310216,-0.6630062868680705,4,3,2,3,3,3,1,1,3
Segmentation,14.0,0.8571428571428571,2086.0,7.0,149.0,0.5,298.0,0.9733333333333334,0.7142857142857143,0.7293792241278592,0.0177633836163828,1.194968620026023,2.073792847446725,-0.8094397367644306,5,3,2,1,2,3,2,1,4
Segmentation,14.0,0.9285714285714286,2086.0,7.0,149.0,0.5,298.0,0.9733333333333334,0.7857142857142857,0.7020652929360695,0.0188272685682096,1.187812979118521,2.017915994435934,-0.8020259677456855,4,1,1,2,2,2,3,1,1
Segmentation,18.0,0.8888888888888888,271.0,7.0,15.055555555555555,0.3888888888888889,38.71428571428572,0.9743589743589745,0.6111111111111112,0.7061381472586812,0.034455973809848,1.2173362031767545,2.02615143180066,-0.8469105183393666,5,1,2,2,3,3,4,3,4
Segmentation,18.0,0.8888888888888888,583.0,7.0,32.388888888888886,0.3888888888888889,83.28571428571429,0.9761904761904762,0.6666666666666666,0.7169020610200381,0.0323493105004536,1.1896804541124633,2.0480785501763474,-0.8492065216811567,4,1,1,2,2,2,2,1,3
Segmentation,18.0,0.8888888888888888,1177.0,7.0,65.38888888888889,0.3888888888888889,168.14285714285714,0.9763313609467456,0.6666666666666666,0.7156712478570395,0.0190330420604324,1.2360384132464035,2.0455592988198354,-0.8489469752096681,4,2,3,3,1,2,1,3,3
Segmentation,18.0,0.8888888888888888,1605.0,7.0,89.16666666666667,0.3888888888888889,229.28571428571428,0.974025974025974,0.6666666666666666,0.719226484099644,0.0156660455300315,1.1962104323617218,2.052844688342069,-0.849694229592515,4,3,3,1,3,2,1,3,3
Segmentation,18.0,0.8888888888888888,1877.0,7.0,104.27777777777776,0.3888888888888889,268.1428571428572,0.974074074074074,0.7222222222222222,0.7183567801858973,0.0161438779198019,1.2026243933530456,2.0510600974276416,-0.8495121509998429,5,3,1,2,1,4,2,1,3
Smartphone battery,12.0,0.8333333333333334,5000.0,3.0,416.6666666666667,0.25,1666.6666666666667,0.5311827956989247,0.5833333333333334,0.0571249690939434,0.0,0.5274631672836505,1.0587881179199268,0.5462537146914807,-1,4,4,2,2,3,1,1,1
Smartphone battery,7.0,0.8571428571428571,5000.0,3.0,714.2857142857143,0.4285714285714285,1666.6666666666667,0.5311827956989247,0.5714285714285714,0.0119241474182408,0.0,0.0473205230379449,1.0119955234815037,11.698797667571544,-1,4,2,1,2,2,2,3,2
Smartphone battery,7.0,0.8571428571428571,5000.0,3.0,714.2857142857143,0.4285714285714285,1666.6666666666667,0.5311827956989247,0.5714285714285714,0.099050333092808,0.0,0.5304970375346456,1.1041218720289592,0.5287413044906848,-1,4,5,3,2,4,1,2,2
Smartphone battery,8.0,0.875,5000.0,3.0,625.0,0.375,1666.6666666666667,0.5311827956989247,0.625,0.0175259690513781,0.0,0.085690397104859,1.0176804500035,6.559898291860828,-1,4,3,1,1,2,2,2,2
Smartphone battery,11.0,0.8181818181818182,5000.0,3.0,454.54545454545456,0.2727272727272727,1666.6666666666667,0.5311827956989247,0.5454545454545454,0.0675911794960084,0.0,0.535150692300437,1.0699278106290462,0.4256248923996044,-1,3,5,2,2,4,1,1,1
Smartphone battery,11.0,0.8181818181818182,5000.0,3.0,454.54545454545456,0.2727272727272727,1666.6666666666667,0.5311827956989247,0.6363636363636364,0.0195057215523019,0.0,0.0861355490490367,1.0196972010948362,3.940071954671555,-1,5,3,1,3,2,3,3,4
Smartphone battery,7.0,0.8571428571428571,5000.0,3.0,714.2857142857143,0.4285714285714285,1666.6666666666667,0.5311827956989247,0.4285714285714285,0.0904373949054366,0.0,0.5304970375346456,1.09465297464342,0.6743332288691725,-1,4,4,3,2,5,2,1,1
Smartphone battery,14.0,0.8571428571428571,475.0,3.0,33.92857142857143,0.2142857142857142,158.33333333333334,0.5294117647058824,0.4285714285714285,0.0582361010139257,0.0,0.4961603192116985,1.0599652250337832,0.2997876014694925,-1,7,5,2,2,6,4,1,3
Smartphone battery,14.0,0.8571428571428571,1020.0,3.0,72.85714285714286,0.2142857142857142,340.0,0.5316455696202531,0.4285714285714285,0.0655580365879548,0.0,0.4810445534084044,1.0677547043551163,0.1550355615477948,-1,3,3,1,1,3,2,1,1
Smartphone battery,14.0,0.8571428571428571,1746.0,3.0,124.71428571428572,0.2142857142857142,582.0,0.5307881773399015,0.5714285714285714,0.0545094071438848,0.0,0.5400898107142869,1.0560224105217604,0.3888861619966369,-1,2,5,3,2,4,3,1,2
Smartphone battery,14.0,0.8571428571428571,2498.0,3.0,178.42857142857142,0.2142857142857142,832.6666666666666,0.5309810671256454,0.5,0.0540981327852832,0.0,0.528589837077845,1.0555881848812607,0.3994058778254667,-1,4,5,3,1,5,2,2,1
Smartphone battery,14.0,0.8571428571428571,2641.0,3.0,188.6428571428572,0.2142857142857142,880.3333333333334,0.5309446254071661,0.5714285714285714,0.0572312079611825,0.0,0.5358449199734951,1.0589006083455428,0.3228909440601587,-1,4,6,4,1,5,3,2,1
Smartphone battery,14.0,0.8571428571428571,3336.0,3.0,238.28571428571428,0.2142857142857142,1112.0,0.5312701482914249,0.5714285714285714,0.0575834070517803,0.0,0.5292850645818279,1.0592736178597857,0.3148519469405341,-1,4,4,1,2,4,3,1,2
Smartphone battery,14.0,0.8571428571428571,3838.0,3.0,274.1428571428572,0.2142857142857142,1279.3333333333333,0.5310924369747899,0.5714285714285714,0.0584313380952066,0.0,0.5375193117803709,1.0601721897535146,0.2956791052884054,-1,3,4,2,1,4,2,2,2
Smartphone battery,14.0,0.8571428571428571,4477.0,3.0,319.7857142857143,0.2142857142857142,1492.3333333333333,0.5312199807877042,0.5714285714285714,0.056354670575746,0.0,0.5347760665712784,1.0579728490421243,0.343457759361207,-1,1,4,3,2,4,2,3,3
Students Performance,13.0,0.3846153846153846,1625.0,2.0,125.0,0.1538461538461538,812.5,0.3418662262592898,0.0769230769230769,0.0531871831743887,0.0,0.4477317668305141,1.0546270350809623,-0.1792205944968699,-1,4,4,2,1,4,3,1,2
Students Performance,13.0,0.3846153846153846,1709.0,3.0,131.46153846153845,0.2307692307692307,569.6666666666666,0.088356729975227,0.0,0.079341131955424,1.7647752032175223e-05,0.5746099757500185,1.0825735595226371,-0.2679897147784471,-1,3,2,2,2,2,2,2,1
Students Performance,13.0,0.3846153846153846,1480.0,2.0,113.84615384615384,0.1538461538461538,740.0,0.2221304706853839,0.0769230769230769,0.0543303259999295,0.0,0.3462153557603329,1.05583331375278,-0.3288251739507242,-1,2,2,2,1,3,1,1,1
Students Performance,13.0,0.3846153846153846,1181.0,4.0,90.84615384615384,0.3076923076923077,295.25,0.2584541062801932,0.1538461538461538,0.0957605372824459,0.0,0.93854500019113,1.1004955047947031,0.0346053710730811,7,5,4,2,2,6,2,1,3
Students Performance,13.0,0.3846153846153846,1074.0,3.0,82.61538461538461,0.2307692307692307,358.0,0.6497584541062802,0.1538461538461538,0.0809361978799317,0.0,0.8393263772582682,1.0843017136116522,0.0284242599153539,-1,4,4,2,1,4,3,1,2
Students Performance,12.0,0.3333333333333333,2392.0,5.0,199.3333333333333,0.4166666666666667,478.4,0.088356729975227,0.0,0.044415734926241,0.0,0.4787935314023293,1.0454168808682311,1.4934391644075686,7,6,5,2,2,4,1,3,1
Students Performance,7.0,0.5714285714285714,2392.0,5.0,341.7142857142857,0.7142857142857143,478.4,0.088356729975227,0.0,0.146234596078323,0.0,0.9830098180647528,1.1574676935841848,0.2982810120689501,6,4,3,1,1,5,2,4,1
Students Performance,8.0,0.25,2392.0,5.0,299.0,0.625,478.4,0.088356729975227,0.0,0.125183465891065,0.0,0.9836578113757896,1.1333563662293809,0.3270274815374713,7,5,4,2,1,6,3,1,2
Students Performance,8.0,0.25,2392.0,5.0,299.0,0.625,478.4,0.088356729975227,0.0,0.1844893245535782,0.0003130599249566,0.9836578113757896,1.202604142880251,-0.0995582000555926,7,4,5,1,2,6,3,1,1
Students Performance,12.0,0.4166666666666667,2392.0,5.0,199.3333333333333,0.4166666666666667,478.4,0.088356729975227,0.0,0.123241854228657,0.0,0.983574199335656,1.1311579632041602,-0.101377257960123,6,5,4,1,2,5,3,1,1
Students Performance,13.0,0.3846153846153846,179.0,4.0,13.76923076923077,0.3076923076923077,44.75,0.2210526315789473,0.0,0.1154091646610939,0.0,0.861860029007222,1.1223325624592468,-0.2007971108922976,5,4,2,1,1,3,2,1,1
Students Performance,13.0,0.3846153846153846,832.0,5.0,64.0,0.3846153846153846,166.4,0.0878859857482185,0.0,0.1231931905544118,0.0,1.010051721215625,1.131102918240875,-0.1700806403308599,6,4,4,2,3,5,3,1,3
Students Performance,13.0,0.3846153846153846,1090.0,5.0,83.84615384615384,0.3846153846153846,218.0,0.0887681159420289,0.0,0.1200002479681644,0.0,1.0030748007939616,1.127497131162735,-0.1481604278587974,6,5,4,2,1,5,3,1,1
Students Performance,13.0,0.3846153846153846,1879.0,5.0,144.53846153846155,0.3846153846153846,375.8,0.0883280757097791,0.0,0.1160452297424119,0.0,0.9810404931351536,1.1230466660959713,-0.1188762304223608,4,3,2,1,1,3,1,1,2
Students Performance,13.0,0.3846153846153846,2082.0,5.0,160.15384615384616,0.3846153846153846,416.4,0.088235294117647,0.0,0.1174638795960275,0.0,0.9890908427034736,1.124641006722587,-0.1297621327921881,5,3,3,1,2,4,1,2,1
Students Performance Burnout,19.0,0.7368421052631579,4004.0,8.0,210.73684210526315,0.4210526315789473,500.5,0.8838095238095238,0.5263157894736842,0.0325288156788931,0.0,0.2311233493582176,1.0330636611458135,2.363444760130752,5,4,3,4,2,2,1,2,2
Students Performance Burnout,19.0,0.7368421052631579,2002.0,4.0,105.36842105263158,0.2105263157894736,500.5,0.8838095238095238,0.5263157894736842,0.0202416566125198,0.0,0.131819799554143,1.020447908217892,2.601951989141216,5,4,4,3,2,2,1,2,3
Students Performance Burnout,19.0,0.7368421052631579,2519.0,5.0,132.57894736842104,0.2631578947368421,503.8,0.95906432748538,0.5263157894736842,0.01452776329037,0.0,0.1090611976598814,1.0146338041332856,4.830391210319237,5,4,3,1,2,1,1,2,2
Students Performance Burnout,19.0,0.7368421052631579,1522.0,3.0,80.10526315789474,0.1578947368421052,507.3333333333333,0.9371428571428572,0.5263157894736842,0.0050634844992156,0.0,0.0206517825509764,1.0050763256012778,10.415637445643366,-1,4,3,1,2,2,2,1,2
Students Performance Burnout,19.0,0.7368421052631579,3982.0,8.0,209.57894736842104,0.4210526315789473,497.75,0.8838095238095238,0.5263157894736842,0.0420173192414699,0.0,0.2854844627292188,1.0429125410484803,1.6039422128522254,5,4,4,1,3,3,2,2,2
Students Performance Burnout,16.0,0.6875,5000.0,10.0,312.5,0.625,500.0,0.8838095238095238,0.5,0.0306243853203254,0.0,0.2523261109629588,1.0310981355445636,3.698114206422801,5,3,2,4,2,1,1,2,1
Students Performance Burnout,16.0,0.75,5000.0,10.0,312.5,0.625,500.0,0.8838095238095238,0.5,0.0279545680656276,0.0,0.2528389659968622,1.0283489634775012,4.14681033162858,6,5,4,1,3,2,2,2,3
Students Performance Burnout,16.0,0.75,5000.0,10.0,312.5,0.625,500.0,0.8838095238095238,0.5,0.0300465748337328,0.0,0.2530291158141051,1.030502528319761,3.788461264971156,6,5,4,4,2,2,1,1,3
Students Performance Burnout,17.0,0.7058823529411765,5000.0,10.0,294.11764705882354,0.5882352941176471,500.0,0.8838095238095238,0.4705882352941176,0.038746195635535,0.0,0.2528389659968622,1.039506618849801,2.4948854416514705,7,5,4,6,3,2,1,3,3
Students Performance Burnout,15.0,0.7333333333333333,5000.0,10.0,333.3333333333333,0.6666666666666666,500.0,0.8838095238095238,0.5333333333333333,0.0263743649828256,0.0,0.2008176864109319,1.026725246514367,4.818856699883187,6,4,3,5,2,1,2,2,3
Students Performance Burnout,19.0,0.7368421052631579,157.0,10.0,8.263157894736842,0.5263157894736842,15.7,0.9375,0.1578947368421052,0.0553537276354597,0.0,0.3073015886258448,1.0569144083955777,1.188941523701416,5,4,3,1,1,2,2,2,2
Students Performance Burnout,19.0,0.7368421052631579,1285.0,10.0,67.63157894736842,0.5263157894736842,128.5,0.8814814814814815,0.5263157894736842,0.0400897703499906,0.0,0.3113390699262024,1.0409042123337862,2.022152139838565,5,4,2,3,2,3,1,1,1
Students Performance Burnout,19.0,0.7368421052631579,2626.0,10.0,138.21052631578948,0.5263157894736842,262.6,0.8840579710144928,0.5263157894736842,0.0328118603348928,0.0,0.2391570913208909,1.0333561056798874,2.692570392497718,4,3,3,1,1,2,1,2,2
Students Performance Burnout,19.0,0.7368421052631579,3624.0,10.0,190.73684210526315,0.5263157894736842,362.4,0.8818897637795275,0.5263157894736842,0.0360804609827223,0.0,0.2472028201965197,1.0367392601948064,2.35801640854576,6,4,3,5,2,1,2,3,2
Students Performance Burnout,19.0,0.7368421052631579,4147.0,10.0,218.26315789473685,0.5263157894736842,414.7,0.8850574712643678,0.5263157894736842,0.0343006700352426,0.0,0.24192445323277,1.0348957220874735,2.532279238870003,7,5,6,2,3,4,1,3,2
Twonorm,16.0,1.0,7400.0,2.0,462.5,0.125,3700.0,0.9983796921415068,1.0,0.0907566175012237,0.0752633204447228,0.1068636516710346,1.0950024683876538,-0.5226609427106804,-1,3,4,1,2,3,2,2,1
Twonorm,16.0,1.0,7400.0,2.0,462.5,0.125,3700.0,0.9983796921415068,1.0,0.0920630123161728,0.0788504413512432,0.1052610561016587,1.0964339087442592,-0.5294344911067924,-1,5,4,1,2,2,3,2,2
Twonorm,17.0,1.0,7400.0,2.0,435.2941176470589,0.1176470588235294,3700.0,0.9983796921415068,1.0,0.0896731971525304,0.0759162138536644,0.1063672802835959,1.0938167628562652,-0.5453118041806527,-1,1,3,1,1,2,2,1,1
Twonorm,14.0,1.0,7400.0,2.0,528.5714285714286,0.1428571428571428,3700.0,0.9983796921415068,1.0,0.0911683179979671,0.0794874750356515,0.106496646263386,1.0954533742605412,-0.4569331703677713,-1,2,4,2,1,1,2,1,3
Twonorm,18.0,1.0,7400.0,2.0,411.1111111111111,0.1111111111111111,3700.0,0.9983796921415068,1.0,0.0913812682394498,0.0764575035992638,0.1064459976484579,1.0956866761610895,-0.5785989932273257,-1,4,5,1,1,3,3,2,2
Twonorm,10.0,1.0,7400.0,2.0,740.0,0.2,3700.0,0.9983796921415068,1.0,0.0904311604702584,0.0767056176014631,0.1010095046920238,1.0946461501216804,-0.2335088389352362,-1,2,4,1,3,1,2,2,1
Twonorm,16.0,1.0,7400.0,2.0,462.5,0.125,3700.0,0.9983796921415068,1.0,0.0914826735287248,0.0802230533658694,0.1052610561016587,1.0957977902191218,-0.5264493639093438,-1,2,4,3,4,1,2,1,1
Twonorm,20.0,1.0,455.0,2.0,22.75,0.1,227.5,0.9956140350877192,0.95,0.1092097800755214,0.077740737535831,0.1545909765994733,1.1153963137230911,-0.6826544449996041,-1,1,3,1,2,3,1,2,2
Twonorm,20.0,1.0,1877.0,2.0,93.85,0.1,938.5,0.9989350372736954,1.0,0.0903575629419111,0.067444800115207,0.1240628357522426,1.094565589835172,-0.6164421570963309,-1,3,3,1,1,3,2,2,2
Twonorm,20.0,1.0,2101.0,2.0,105.05,0.1,1050.5,0.9990485252140818,1.0,0.093764695162511,0.057702423856345,0.1158326595741654,1.098301279905033,-0.6303795015342339,-1,4,3,2,3,4,3,1,2
Twonorm,20.0,1.0,3210.0,2.0,160.5,0.1,1605.0,0.9987546699875468,1.0,0.0918173266481785,0.0714514025625472,0.1138831482615037,1.096164563735437,-0.6225402046835853,-1,3,4,2,1,2,3,2,2
Twonorm,20.0,1.0,4289.0,2.0,214.45,0.1,2144.5,0.9986020503261882,1.0,0.0933231523439906,0.065529177691729,0.1104515936581904,1.0978164399090051,-0.628630774611958,-1,1,4,1,1,3,3,1,2
Twonorm,20.0,1.0,4949.0,2.0,247.45,0.1,2474.5,0.9979814291481632,1.0,0.0931847114210672,0.0807231157315553,0.1098915569920568,1.0976644677076923,-0.628079188296471,-1,4,5,3,3,3,2,2,1
Twonorm,20.0,1.0,6404.0,2.0,320.2,0.1,3202.0,0.9981279251170048,1.0,0.0906753512778092,0.078983605032598,0.1082760400927231,1.0949134852881277,-0.6177865693997094,-1,2,4,1,2,3,1,1,3
Twonorm,20.0,1.0,6660.0,2.0,333.0,0.1,3330.0,0.9981998199819982,1.0,0.0912137328184168,0.07752726628873,0.1058509158188321,1.095503125208551,-0.6200425345333956,-1,3,2,1,1,2,2,1,2
Vehicle,18.0,1.0,416.0,2.0,23.11111111111111,0.1111111111111111,208.0,0.9170506912442395,0.3888888888888889,0.1642756508864237,0.0153869118598046,0.3314387530343177,1.1785391356795591,-0.7659047219524231,-1,3,3,2,1,2,2,2,1
Vehicle,18.0,1.0,634.0,3.0,35.22222222222222,0.1666666666666666,211.3333333333333,0.9128440366972476,0.6666666666666666,0.218811812567032,0.0415721217691178,0.4373014856477126,1.2445970371262554,-0.7212850150163452,-1,1,1,1,2,4,3,1,2
Vehicle,18.0,1.0,417.0,2.0,23.166666666666668,0.1111111111111111,208.5,0.9128440366972476,0.8888888888888888,0.1803835443857766,0.0062539742480385,0.400349857171979,1.1976766371903549,-0.7868403730287307,-1,2,1,2,2,2,2,1,2
Vehicle,12.0,1.0,846.0,4.0,70.5,0.3333333333333333,211.5,0.9128440366972476,0.6666666666666666,0.2097735987093004,0.0271879595871378,0.409629336604032,1.2333987852669293,-0.4495464392695764,5,3,1,3,1,4,1,1,2
Vehicle,14.0,1.0,846.0,4.0,60.42857142857143,0.2857142857142857,211.5,0.9128440366972476,0.5,0.2166852743626292,0.0539856913260705,0.414060625745354,1.2419531661204055,-0.5432323623819788,5,2,1,2,3,4,3,2,3
Vehicle,16.0,1.0,846.0,4.0,52.875,0.25,211.5,0.9128440366972476,0.625,0.2118281944199598,0.0437218320530128,0.4128104470644036,1.2359355262168332,-0.5911641105910461,6,2,1,3,4,5,4,3,3
Vehicle,9.0,1.0,846.0,4.0,94.0,0.4444444444444444,211.5,0.9128440366972476,0.4444444444444444,0.2408948245367232,0.0469533324164537,0.4130620716192705,1.2723872043568007,-0.3608794511389681,4,1,2,2,3,2,2,3,2
Vehicle,10.0,1.0,846.0,4.0,84.6,0.4,211.5,0.9128440366972476,0.5,0.1660293109429939,0.0846904914075632,0.3188353541371089,1.1806077059412994,-0.1654199584331263,4,3,1,1,1,3,1,2,1
Vehicle,13.0,1.0,846.0,4.0,65.07692307692308,0.3076923076923077,211.5,0.9128440366972476,0.5384615384615384,0.2272125525201277,0.0636066355405353,0.4087780985882521,1.255096613538762,-0.5308874115677401,6,2,1,4,4,5,3,4,4
Vehicle,18.0,1.0,158.0,4.0,8.777777777777779,0.2222222222222222,39.5,0.902439024390244,0.3333333333333333,0.2036411893059204,0.0256116725239765,0.3573997648683835,1.225858223495128,-0.6220026825876223,4,3,3,2,1,1,2,1,1
Vehicle,18.0,1.0,291.0,4.0,16.166666666666668,0.2222222222222222,72.75,0.9066666666666666,0.5,0.2056096727844796,0.004104473726032,0.4071375849284941,1.2282736817700104,-0.6256360443106704,4,2,2,1,2,3,2,1,1
Vehicle,18.0,1.0,375.0,4.0,20.83333333333333,0.2222222222222222,93.75,0.9072164948453608,0.3888888888888889,0.2005793399960319,0.0314505295047977,0.4188490666913598,1.2221105706414783,-0.616224630818589,5,1,1,3,4,4,2,2,3
Vehicle,18.0,1.0,534.0,4.0,29.666666666666668,0.2222222222222222,133.5,0.9197080291970804,0.5555555555555556,0.2010344737069901,0.0497496669869206,0.4049336023803671,1.222666920957984,-0.6170584557127645,4,3,1,2,2,3,2,2,1
Vehicle,18.0,1.0,599.0,4.0,33.27777777777778,0.2222222222222222,149.75,0.9155844155844156,0.5555555555555556,0.2063341246208793,0.0384122939613269,0.4060250334088768,1.2291638292899414,-0.6269106408735575,4,2,1,1,1,3,1,1,1
Vehicle,18.0,1.0,751.0,4.0,41.72222222222222,0.2222222222222222,187.75,0.917098445595855,0.5555555555555556,0.2035385969063542,0.0578174620640701,0.3989218051582857,1.2257324662094324,-0.6217800045038868,5,2,1,2,3,4,3,4,2
Vowel,12.0,1.0,450.0,5.0,37.5,0.4166666666666667,90.0,1.0,0.3333333333333333,0.2329845864695411,0.0,0.8375928104694246,1.2623620217218343,-0.4243403477091862,4,2,3,2,2,3,2,1,1
Vowel,12.0,1.0,630.0,7.0,52.5,0.5833333333333334,90.0,1.0,0.3333333333333333,0.2847644576451261,0.0,0.7738199818979674,1.3294488497267845,-0.4305497939281954,7,1,6,5,3,5,3,4,2
Vowel,12.0,1.0,360.0,4.0,30.0,0.3333333333333333,90.0,1.0,0.0833333333333333,0.2228821194684747,0.0,0.6751483741548183,1.2496732529057402,-0.481678788909469,4,2,3,3,3,1,2,2,2
Vowel,12.0,1.0,630.0,7.0,52.5,0.5833333333333334,90.0,1.0,0.4166666666666667,0.2574831249577412,0.0,0.7600542174945879,1.2936699800605351,-0.3702143427280653,5,1,4,3,3,3,2,1,2
Vowel,12.0,1.0,540.0,6.0,45.0,0.5,90.0,1.0,0.3333333333333333,0.2250614623739477,0.0,0.8742319398873222,1.2523996892844005,-0.3365666092836078,4,2,3,1,1,3,1,1,2
Vowel,6.0,1.0,990.0,11.0,165.0,1.8333333333333333,90.0,1.0,0.3333333333333333,0.2595925580740763,0.0,0.7191542744676003,1.2964017706098367,0.5395249197360255,5,1,2,2,4,2,2,2,3
